id,path,semantics,path_length, graph,model
718,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page->Display Cancel Sub page->,validation or interface management,5,[object Object],undefined
719,Offers->Retrieves->Error Message->,partially matched operational pattern,3,[object Object],undefined
720,Third Party Client->access->Coupon->,Invocation of services provided by external system,3,[object Object],undefined
721,Business Partner->Coupon Designer->Upload Image->,partially matched operational pattern,3,[object Object],undefined
722,Business Partner->Coupon Designer->Test->,partially matched operational pattern,3,[object Object],undefined
723,Business Partner->Coupon Designer->Retrieves->Error Message->,validation or interface management,4,[object Object],undefined
724,Business Partner->Coupon Designer->Save->Coupon->,data management,4,[object Object],undefined
725,Business Partner->Coupon Designer->Edit->Coupon Templates->,data management,4,[object Object],undefined
726,FTSR->Offers Page->Edit Offer->Modify offer page->Enter offer's new values->,validation or interface management,5,[object Object],undefined
727,FTSR->Offers Page->Edit Offer->Modify offer page->Modify Offer->Offer->,validation or interface management,6,[object Object],undefined
728,FTSR->Offers Page->Edit Offer->Modify offer page->Invoke design coupon use case->,validation or interface management,5,[object Object],undefined
729,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message->,partially matched operational pattern,7,[object Object],undefined
730,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal->,partially matched operational pattern,7,[object Object],undefined
731,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message->,data management,7,[object Object],undefined
732,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal->,data management,7,[object Object],undefined
733,User->Partner Portal->,partially matched operational pattern,2,[object Object],undefined
734,Offers->Retrieve offers->Dispaly Error Msg->,partially matched operational pattern,3,[object Object],undefined
735,Auto publish reschedule->offer details->Check validate->Display modify error->,partially matched operational pattern,4,[object Object],undefined
736,Auto publish reschedule->offer details->Check validate->Publish offer->,partially matched operational pattern,4,[object Object],undefined
737,FTSR->offer details->Check validate->Display modify error->,partially matched operational pattern,4,[object Object],undefined
738,FTSR->offer details->Check validate->Publish offer->,partially matched operational pattern,4,[object Object],undefined
739,FTSR->offers pages->Display offer->offer details->Check validate->Display modify error->,validation or interface management,6,[object Object],undefined
740,FTSR->offers pages->Display offer->offer details->Check validate->Publish offer->,validation or interface management,6,[object Object],undefined
741,FTSR->offers pages->Display offer->Retrieve offers->Dispaly Error Msg->,partially matched operational pattern,5,[object Object],undefined
742,Add Server->Publish offer->,partially matched operational pattern,2,[object Object],undefined
743,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page->,partially matched operational pattern,4,[object Object],undefined
744,FT->Coupon Page->Redeem Coupon->Coupon Database->,data management,4,[object Object],undefined
745,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page->,data management,5,[object Object],undefined
746,FT->Coupon Redeemed->Coupon Validator->Coupon Database->,data management,4,[object Object],undefined
747,FT->Coupon Invalid->Coupon Validator->Coupon Database->,data management,4,[object Object],undefined
748,User->Cancel Button->,partially matched operational pattern,2,[object Object],undefined
749,User->Upload Image button->File Chooser Windows->Cancel Button->,validation or interface management,4,[object Object],undefined
750,User->Upload Image button->File Chooser Windows->Select the Image file->,validation or interface management,4,[object Object],undefined
751,User->Design Coupon screen->,partially matched operational pattern,2,[object Object],undefined
752,User->Open Button->Display Image in Coupon Image->Design Coupon screen->,validation or interface management,4,[object Object],undefined
753,User->Select the Image file->,partially matched operational pattern,2,[object Object],undefined
754,e3->c2->e2->b2->b1->c1->e1->c2->,partially matched operational pattern,8,[object Object],undefined
755,e3->c2->e2->b2->b1->c1->b2->,partially matched operational pattern,7,[object Object],undefined
756,e3->c2->e2->b1->c1->e1->c2->,partially matched operational pattern,7,[object Object],undefined
757,e3->c2->e2->b1->c1->b2->b1->,partially matched operational pattern,7,[object Object],undefined
758,c3->e2->b2->b1->c1->e1->c2->e2->,partially matched operational pattern,8,[object Object],undefined
759,c3->e2->b2->b1->c1->b2->,partially matched operational pattern,6,[object Object],undefined
760,c3->e2->b1->c1->e1->c2->e2->,partially matched operational pattern,7,[object Object],undefined
761,c3->e2->b1->c1->b2->b1->,partially matched operational pattern,6,[object Object],undefined
762,Actor2->b2->b1->c1->e1->c2->e2->b2->,data management,8,[object Object],undefined
763,Actor2->b2->b1->c1->e1->c2->e2->b1->,data management,8,[object Object],undefined
764,Actor2->b2->b1->c1->b2->,validation or interface management,5,[object Object],undefined
765,Actor1->b1->c1->e1->c2->e2->b2->b1->,data management,8,[object Object],undefined
766,Actor1->b1->c1->e1->c2->e2->b1->,data management,7,[object Object],undefined
767,Actor1->b1->c1->b2->b1->,validation or interface management,5,[object Object],undefined
768,Actor1->b2->b1->c1->e1->c2->e2->b2->,data management,8,[object Object],undefined
769,Actor1->b2->b1->c1->e1->c2->e2->b1->,data management,8,[object Object],undefined
770,Actor1->b2->b1->c1->b2->,validation or interface management,5,[object Object],undefined
771,Actor2->Object1->b1->c1->e1->,data management,5,[object Object],undefined
772,Actor2->Object1->Object2->c1->e1->,data management,5,[object Object],undefined
773,Actor1->b1->c1->e1->,data management,4,[object Object],undefined
774,Actor2->Object1->b1->c1->e1->,data management,5,[object Object],undefined
775,Actor2->Object1->Object2->c1->e1->,data management,5,[object Object],undefined
776,Actor1->b1->c1->e1->,data management,4,[object Object],undefined
777,Business Parter->Buy Subscription Page(1)->Display Subscription Page(2)->Buy Subscription Page(1)->Display Subscription Comfirmation Page->Buy Subscription Comfirmation Page->Marked as Subscirpted->Subscription->Display Buy My Subscription Success Page->Buy Success Page->Display Home Page(Designed by other part)->,validation or interface management,11,[object Object],undefined
778,Business Parter->Buy Subscription Page(1)->Display Subscription Comfirmation Page->Buy Subscription Comfirmation Page->Marked as Subscirpted->Subscription->Display Buy My Subscription Success Page->Buy Success Page->Display Home Page(Designed by other part)->,validation or interface management,9,[object Object],undefined
779,Business Parter->Buy Success Page->Display Home Page(Designed by other part)->,partially matched operational pattern,3,[object Object],undefined
780,Business Parter->Buy Subscription Comfirmation Page->Marked as Subscirpted->Subscription->Display Buy My Subscription Success Page->Buy Success Page->Display Home Page(Designed by other part)->,data management,7,[object Object],undefined
781,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Subscription->,data management,4,[object Object],undefined
782,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Display Success Page->Cancel Subscription Success Page->Display Home Page->,validation or interface management,6,[object Object],undefined
783,Business Partner->Cancel Subscription Comfirmation Page->Display Cancel Sub page->,partially matched operational pattern,3,[object Object],undefined
784,Business Partner->Cancel Subscription Success Page->Display Home Page->,partially matched operational pattern,3,[object Object],undefined
785,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page->Marked as Canceled->Subscription->,validation or interface management,6,[object Object],undefined
786,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page->Marked as Canceled->Display Success Page->Cancel Subscription Success Page->Display Home Page->,validation or interface management,8,[object Object],undefined
787,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page->Display Cancel Sub page->,validation or interface management,5,[object Object],undefined
788,Offers->Retrieves->Error Message->,partially matched operational pattern,3,[object Object],undefined
789,Third Party Client->access->Coupon->,Invocation of services provided by external system,3,[object Object],undefined
790,Business Partner->Coupon Designer->Upload Image->,partially matched operational pattern,3,[object Object],undefined
791,Business Partner->Coupon Designer->Test->,partially matched operational pattern,3,[object Object],undefined
792,Business Partner->Coupon Designer->Retrieves->Error Message->,validation or interface management,4,[object Object],undefined
793,Business Partner->Coupon Designer->Save->Coupon->,data management,4,[object Object],undefined
794,Business Partner->Coupon Designer->Edit->Coupon Templates->,data management,4,[object Object],undefined
795,FTSR->Offers Page->Edit Offer->Modify offer page->Enter offer's new values->,validation or interface management,5,[object Object],undefined
796,FTSR->Offers Page->Edit Offer->Modify offer page->Modify Offer->Offer->,validation or interface management,6,[object Object],undefined
797,FTSR->Offers Page->Edit Offer->Modify offer page->Invoke design coupon use case->,validation or interface management,5,[object Object],undefined
798,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message->,partially matched operational pattern,7,[object Object],undefined
799,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal->,partially matched operational pattern,7,[object Object],undefined
800,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message->,data management,7,[object Object],undefined
801,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal->,data management,7,[object Object],undefined
802,User->Partner Portal->,partially matched operational pattern,2,[object Object],undefined
803,Offers->Retrieve offers->Dispaly Error Msg->,partially matched operational pattern,3,[object Object],undefined
804,Auto publish reschedule->offer details->Check validate->Display modify error->,partially matched operational pattern,4,[object Object],undefined
805,Auto publish reschedule->offer details->Check validate->Publish offer->,partially matched operational pattern,4,[object Object],undefined
806,FTSR->offer details->Check validate->Display modify error->,partially matched operational pattern,4,[object Object],undefined
807,FTSR->offer details->Check validate->Publish offer->,partially matched operational pattern,4,[object Object],undefined
808,FTSR->offers pages->Display offer->offer details->Check validate->Display modify error->,validation or interface management,6,[object Object],undefined
809,FTSR->offers pages->Display offer->offer details->Check validate->Publish offer->,validation or interface management,6,[object Object],undefined
810,FTSR->offers pages->Display offer->Retrieve offers->Dispaly Error Msg->,partially matched operational pattern,5,[object Object],undefined
811,Add Server->Publish offer->,partially matched operational pattern,2,[object Object],undefined
812,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page->,partially matched operational pattern,4,[object Object],undefined
813,FT->Coupon Page->Redeem Coupon->Coupon Database->,data management,4,[object Object],undefined
814,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page->,data management,5,[object Object],undefined
815,FT->Coupon Redeemed->Coupon Validator->Coupon Database->,data management,4,[object Object],undefined
816,FT->Coupon Invalid->Coupon Validator->Coupon Database->,data management,4,[object Object],undefined
817,User->Cancel Button->,partially matched operational pattern,2,[object Object],undefined
818,User->Upload Image button->File Chooser Windows->Cancel Button->,validation or interface management,4,[object Object],undefined
819,User->Upload Image button->File Chooser Windows->Select the Image file->,validation or interface management,4,[object Object],undefined
820,User->Design Coupon screen->,partially matched operational pattern,2,[object Object],undefined
821,User->Open Button->Display Image in Coupon Image->Design Coupon screen->,validation or interface management,4,[object Object],undefined
822,User->Select the Image file->,partially matched operational pattern,2,[object Object],undefined
823,Avatar Selection Page->,partially matched operational pattern,1,[object Object],undefined
824,Avatar Library->,partially matched operational pattern,1,[object Object],undefined
825,user->Account Creation Page->Specify Credentials->check if account name is unique->display error message->Account Creation Page->,validation or interface management,6,[object Object],undefined
826,user->Account Creation Page->Specify Credentials->check if passwords match->,partially matched operational pattern,4,[object Object],undefined
827,user->Account Creation Page->Specify Credentials->check password format->,partially matched operational pattern,4,[object Object],undefined
828,Score->Algortihm to scale->Update Rank->,partially matched operational pattern,3,[object Object],undefined
829,Score->Algortihm to scale->Show Rank->,partially matched operational pattern,3,[object Object],undefined
830,User->Show Rank->,partially matched operational pattern,2,[object Object],undefined
831,Count the number of enemies killed->Calculate Score->Update Database->User Account->,partially matched operational pattern,4,[object Object],undefined
832,User->Display score at end of battle->Calculate Score->Update Database->User Account->,validation or interface management,5,[object Object],undefined
833,Check if weapon availble->User Account->,partially matched operational pattern,2,[object Object],undefined
834,Check if weapon availble->Display weapons->Choose a main weapon->,partially matched operational pattern,3,[object Object],undefined
835,User->Weapons Bar->Display weapons->Choose a main weapon->,partially matched operational pattern,4,[object Object],undefined
836,User->Single weapon->Choose a main weapon->,partially matched operational pattern,3,[object Object],undefined
837,User->Avatar's Page->Select Avatar->Avatars->,data management,4,[object Object],undefined
838,User->Avatar's Page->Select Avatar->Render Avatar->,partially matched operational pattern,4,[object Object],undefined
839,User->Weapons Bar->Select Weapon available->Weapons->,data management,4,[object Object],undefined
840,User->Weapons Bar->Select Weapon available->Check Weapon Inventory->,partially matched operational pattern,4,[object Object],undefined
841,Check If In hawaii->Render Mode->,partially matched operational pattern,2,[object Object],undefined
842,Check If In hawaii->Location->,partially matched operational pattern,2,[object Object],undefined
843,Check If In hawaii->AR mode->,partially matched operational pattern,2,[object Object],undefined
844,Check If In hawaii->Not in Hawaii Mode->,partially matched operational pattern,2,[object Object],undefined
845,User->Not in Hawaii Mode->,partially matched operational pattern,2,[object Object],undefined
846,User->AR mode->,partially matched operational pattern,2,[object Object],undefined
847,User->Battle Scene->Check if weapon hit the army->Update Minimap->,partially matched operational pattern,4,[object Object],undefined
848,User->Battle Scene->Check if weapon hit the army->Destroy armyMan->Calculate Score->Achievements->,data management,6,[object Object],undefined
849,User->Battle Scene->Check if weapon hit the army->Move Army Closer->Battle->,data management,5,[object Object],undefined
850,User->Minimap->Update Minimap->,partially matched operational pattern,3,[object Object],undefined
851,User->ScoreCards->Retrieve Score->Battle->,partially matched operational pattern,4,[object Object],undefined
852,User->ScoreCards->Retrieve Score->USer Master->,partially matched operational pattern,4,[object Object],undefined
853,User->Battle Scene->Increase Opponenent Weapons->,partially matched operational pattern,3,[object Object],undefined
854,User->Battle Scene->Increase Number of Army->Increase Closing-in speed->Increase Opponenent Weapons->,partially matched operational pattern,5,[object Object],undefined
855,User->Battle Scene->Increase Number of Army->Battle->,data management,4,[object Object],undefined
856,User->Battle Scene->Increase Number of Army->Achievements->,data management,4,[object Object],undefined
857,User->Battle Scene->Increase Number of Army->User Master->,data management,4,[object Object],undefined
858,User->Battle Scene->Increase Closing-in speed->Increase Opponenent Weapons->,partially matched operational pattern,4,[object Object],undefined
859,User->Army Men->Increase Speed->Algorithm->Get level->User Account->,data management,6,[object Object],undefined
860,User->Army Men->Increase Speed->Algorithm->Make Difficult to hit->Army Men->,validation or interface management,6,[object Object],undefined
861,User->Army Men->Increase Speed->Algorithm->Get Number of tikimen killed in that round->,partially matched operational pattern,5,[object Object],undefined
862,User->Army Men->Increase Speed->Algorithm->Increase Number of spawn->,partially matched operational pattern,5,[object Object],undefined
863,User->Army Men->Increase Speed->Algorithm->Time Elapsed->,partially matched operational pattern,5,[object Object],undefined
864,User->Army Men->Increase Number of spawn->,partially matched operational pattern,3,[object Object],undefined
865,E-book->Render the e-cook link->,partially matched operational pattern,2,[object Object],undefined
866,Check Location->Render the e-cook link->,partially matched operational pattern,2,[object Object],undefined
867,Check Location->Location->,partially matched operational pattern,2,[object Object],undefined
868,User->Doug's E-book->Render the e-cook link->,partially matched operational pattern,3,[object Object],undefined
869,User->Login Page->Enter Username and Password->Check Password->DIsplay error ->Login Page->,validation or interface management,6,[object Object],undefined
870,User->Map->Check if the location is inside a geofence->Places->,partially matched operational pattern,4,[object Object],undefined
871,User->Map->Get Location->Location->,data management,4,[object Object],undefined
872,User->Map->Get Location->Check if the location is inside a geofence->Places->,validation or interface management,5,[object Object],undefined
873,Object1->,partially matched operational pattern,1,[object Object],undefined
874,User->GPS->Fetch Lat Lon->Update Database->,partially matched operational pattern,4,[object Object],undefined
875,User->GPS->Fetch Lat Lon->Location->,data management,4,[object Object],undefined
876,Army men ->Get army information->Enemy->,partially matched operational pattern,3,[object Object],undefined
877,Army men ->User->,partially matched operational pattern,2,[object Object],undefined
878,Render Weapons Bar->,partially matched operational pattern,1,[object Object],undefined
879,Render Army around 360->Army->,partially matched operational pattern,2,[object Object],undefined
880,Render Army around 360->Render Background of the location->,partially matched operational pattern,2,[object Object],undefined
881,Control2->,partially matched operational pattern,1,[object Object],undefined
882,Control1->,partially matched operational pattern,1,[object Object],undefined
883,Check Location
->Location->,partially matched operational pattern,2,[object Object],undefined
884,Check Location
->Render Background of the location->,partially matched operational pattern,2,[object Object],undefined
885,User->Battle Scene->Render Background of the location->,partially matched operational pattern,3,[object Object],undefined
886,Location->Check Location->If not in Hawaii->,partially matched operational pattern,3,[object Object],undefined
887,User->Ar Mode->if in Hawaii->Check Location->If not in Hawaii->,partially matched operational pattern,5,[object Object],undefined
888,User->VR mode->If not in Hawaii->,partially matched operational pattern,3,[object Object],undefined
889,Location->Get Location->,partially matched operational pattern,2,[object Object],undefined
890,User->Not In Hawaii Mode->Check if in Hawaii or not->Get Location->,partially matched operational pattern,4,[object Object],undefined
891,User->In Hawaii Mode->Check if in Hawaii or not->Get Location->,partially matched operational pattern,4,[object Object],undefined
892,User->Minimap ->Update Minimap->,partially matched operational pattern,3,[object Object],undefined
893,User->Minimap ->Check if the enemy is hit with the balll->,partially matched operational pattern,3,[object Object],undefined
894,User Master->,partially matched operational pattern,1,[object Object],undefined
895,User->Map view->Update the Database with all values->Achivements->,data management,4,[object Object],undefined
896,User->Map view->Update the Database with all values->User Master->,data management,4,[object Object],undefined
897,User->Map view->Update the Database with all values->Battle->,data management,4,[object Object],undefined
898,Check for the number of tikimen killed->Updated Army->,partially matched operational pattern,2,[object Object],undefined
899,Check for the number of tikimen killed->Destroy Enemy->,partially matched operational pattern,2,[object Object],undefined
900,Check for the number of tikimen killed->Updated Minimap->,partially matched operational pattern,2,[object Object],undefined
901,User->Updated Minimap->,partially matched operational pattern,2,[object Object],undefined
902,User->Updated Army->,partially matched operational pattern,2,[object Object],undefined
903,User->Battle Scene->Flick Weapon->Weapon->,data management,4,[object Object],undefined
904,User->Battle Scene->Flick Weapon->Show in-App purchases->,partially matched operational pattern,4,[object Object],undefined
905,User->Battle Scene->Flick Weapon->Reduce Weapon Count->,partially matched operational pattern,4,[object Object],undefined
906,User->Single Weapon ->Flick Weapon->Decrease inventory count->Weapons Inventory->,data management,5,[object Object],undefined
907,User->Single Weapon ->Flick Weapon->Check if weapon availble->Weapons Inventory->,data management,5,[object Object],undefined
