id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
27,Valet->venue list->display confirmation prompt->venue,EI,CTRL|DM|EI,4,1,1,1,1,1,Check in as customer,Check in as customer
28,Valet->venue list->display confirmation prompt->server error,EQ,CTRL|INT,4,2,1,0,1,2,Check in as customer,Check in as customer
29,Customer->ticket input page->vidate ticket->invalid ticket number,EQ,CTRL|INT,4,2,1,0,1,1,Request and Pay,Request and Pay
30,Customer->ticket input page->vidate ticket->error when submitting,EQ,CTRL|INT,4,2,1,0,1,2,Request and Pay,Request and Pay
31,Customer->ticket input page->vidate ticket->payment page,EQ,CTRL|INT,4,2,1,0,1,1,Request and Pay,Request and Pay
32,Customer->ticket input page->vidate ticket->ticket,EI,CTRL|DM|EI,4,1,1,1,1,0,Request and Pay,Request and Pay
33,Customer->payment page->make payment->Thirdparty payment,FUNC_NA,CTRL|EXTIVK,4,1,1,0,2,0,Request and Pay,Request and Pay
34,Thirdparty payment->update request queue->alert successful in submission->successful payment alert,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,1,Request and Pay,Request and Pay
35,Thirdparty payment->update request queue->request queue,FUNC_NA,CTRL|EXTCLL|DM|EI,3,0,1,1,1,0,Request and Pay,Request and Pay
36,Valet->remove valet button->prompt requesting confirmation->confirmation dialog,EQ,CTRL|INT,4,2,1,0,1,1,Remove Employee,Remove Employee
37,Valet->confirmation dialog->remove valet from db->manage empolyee table,EQ,CTRL|INT,4,2,1,0,1,2,Remove Employee,Remove Employee
38,Valet->confirmation dialog->remove valet from db->system error when connecting server,EQ,CTRL|INT,4,2,1,0,1,2,Remove Employee,Remove Employee
39,Valet->confirmation dialog->remove valet from db->valet,EI,CTRL|DM|EI,4,1,1,1,1,1,Remove Employee,Remove Employee
40,Valet->valet information input page->validate the form->input information invalid,EQ,CTRL|INT,4,2,1,0,1,1,Add Employee,Add Employee
41,Valet->valet information input page->validate the form->generate random empolyee id->manage employee screen,EQ,CTRL|INT,5,2,2,0,1,2,Add Employee,Add Employee
42,Valet->valet information input page->validate the form->generate random empolyee id->update employee information->employee,EI,CTRL|DM|EI,6,1,3,1,1,1,Add Employee,Add Employee
43,Valet->valet information input page->validate the form->generate random empolyee id->update employee information->system error when connecting server,EQ,CTRL|INT,6,2,3,0,1,4,Add Employee,Add Employee
44,Valet->remove valet button->displays a prompt for confirmation->remove confirmation dialog,EQ,CTRL|INT,4,2,1,0,1,1,Remove Location,Remove Location
45,Valet->remove confirmation dialog->remove employee from db->manage employee screen,EQ,CTRL|INT,4,2,1,0,1,2,Remove Location,Remove Location
46,Valet->remove confirmation dialog->remove employee from db->employee,EI,CTRL|DM|EI,4,1,1,1,1,1,Remove Location,Remove Location
47,Valet->remove confirmation dialog->remove employee from db->system error when connecting server,EQ,CTRL|INT,4,2,1,0,1,2,Remove Location,Remove Location
48,Valet->Invalid input address->redirect to addresss input page->address input dialog,EQ,CTRL|INT,4,2,1,0,1,2,Add location,Add location
49,Valet->Add location button->displays a prompt for inputing address->address input dialog,EQ,CTRL|INT,4,2,1,0,1,2,Add location,Add location
50,Valet->address input dialog->validate the address form->search for best match->Google Places API,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Add location,Add location
51,Valet->address input dialog->validate the address form->search for best match->matched results for locations,EQ,CTRL|INT,5,2,2,0,1,4,Add location,Add location
52,Valet->address input dialog->validate the address form->search for best match->Error message when connecting,EQ,CTRL|INT,5,2,2,0,1,4,Add location,Add location
53,Valet->address input dialog->validate the address form->Invalid input address,EQ,CTRL|INT,4,2,1,0,1,2,Add location,Add location
54,Valet->register button->displays registration page->registration page,EQ,CTRL|INT,4,2,1,0,1,1,Register as Valet,Register as Valet
55,Valet->successfully save registration information->navigate to manage employee page->management empolyee page,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet,Register as Valet
56,Valet->registration page->validate registration information->duplicate registration information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet,Register as Valet
57,Valet->registration page->validate registration information->registration information invalid message,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet,Register as Valet
58,Valet->registration page->validate registration information->employee,EI,CTRL|DM|EI,4,1,1,1,1,1,Register as Valet,Register as Valet
59,Valet->registration page->validate registration information->display spinner while saving information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet,Register as Valet
60,Valet->registration page->validate registration information->save valet information->system error when saving registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Valet,Register as Valet
61,Valet->registration page->validate registration information->save valet information->employee,EI,CTRL|DM|EI,5,1,2,1,1,1,Register as Valet,Register as Valet
62,Valet->registration page->validate registration information->save valet information->successfully save registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Valet,Register as Valet
63,Customer->successfully save registration information->main page->main page,EQ,CTRL|INT,4,2,1,0,1,2,Register as Customer,Register as Customer
64,Customer->registration page->validate registration information->duplicate registration information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Customer,Register as Customer
65,Customer->registration page->validate registration information->save customer information->successfully save registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Customer,Register as Customer
66,Customer->registration page->validate registration information->save customer information->system error when saving registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Customer,Register as Customer
67,Customer->registration page->validate registration information->save customer information->customer,EI,CTRL|DM|EI,5,1,2,1,1,1,Register as Customer,Register as Customer
68,Customer->registration page->validate registration information->display spinner while saving information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Customer,Register as Customer
69,Customer->registration page->validate registration information->customer,EI,CTRL|DM|EI,4,1,1,1,1,1,Register as Customer,Register as Customer
70,Customer->registration page->validate registration information->registration information invalid message,EQ,CTRL|INT,4,2,1,0,1,2,Register as Customer,Register as Customer
71,Customer->register button->displays registration page->registration page,EQ,CTRL|INT,4,2,1,0,1,1,Register as Customer,Register as Customer
72,Valet company representative->registration page->validate registration information->registration information invalid message,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet Company,Register as Valet Company
73,Valet company representative->registration page->validate registration information->save valet information->employee,EI,CTRL|DM|EI,5,1,2,1,1,1,Register as Valet Company,Register as Valet Company
74,Valet company representative->registration page->validate registration information->save valet information->system error when saving registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Valet Company,Register as Valet Company
75,Valet company representative->registration page->validate registration information->save valet information->successfully save registration information,EQ,CTRL|INT,5,2,2,0,1,2,Register as Valet Company,Register as Valet Company
76,Valet company representative->registration page->validate registration information->duplicate registration information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet Company,Register as Valet Company
77,Valet company representative->registration page->validate registration information->employee,EI,CTRL|DM|EI,4,1,1,1,1,1,Register as Valet Company,Register as Valet Company
78,Valet company representative->registration page->validate registration information->display spinner while saving information,EQ,CTRL|INT,4,2,1,0,1,2,Register as Valet Company,Register as Valet Company
79,Valet company representative->register button->displays registration page->registration page,EQ,CTRL|INT,4,2,1,0,1,1,Register as Valet Company,Register as Valet Company
