id,path,functional,transactional,path_length,diagram,useCase
91,Case Manager->report generation page->validate input information for the report->save report to db->document,EI,CTRL|DM|EI,undefined,Report generation,Report generation
92,Case Manager->report generation page->validate input information for the report->input information invalid message,EQ,CTRL|INT,undefined,Report generation,Report generation
93,Administrator->report generation page->validate input information for the report->save report to db->case,EI,CTRL|DM|EI,undefined,Report generation,Report generation
94,Administrator->report generation page->validate input information for the report->save report to db->report detail page,EQ,CTRL|INT,undefined,Report generation,Report generation
95,Administrator->report generation page->validate input information for the report->save report to db->user,EI,CTRL|DM|EI,undefined,Report generation,Report generation
96,Administrator->report generation page->validate input information for the report->save report to db->document,EI,CTRL|DM|EI,undefined,Report generation,Report generation
97,Administrator->report generation page->validate input information for the report->input information invalid message,EQ,CTRL|INT,undefined,Report generation,Report generation
98,Administrator->report detail page->print->Printer,FUNC_NA,CTRL|EXTIVK,undefined,Report generation,Report generation
99,Administrator->Report button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Report generation,Report generation
100,Administrator->Report button->validate role of user->display report generation page->report generation page,EQ,CTRL|INT,undefined,Report generation,Report generation
101,Administrator->Report button->validate role of user->role,EI,CTRL|DM|EI,undefined,Report generation,Report generation
102,User->validation failed message->redirect to home page->home page,EQ,CTRL|INT,undefined,Login,Login
103,User->Login Page->validate input information->send verification code->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Login,Login
104,User->Login Page->validate input information->user information,EI,CTRL|DM|EI,undefined,Login,Login
105,User->verification code input field->validate password->home page,EQ,CTRL|INT,undefined,Login,Login
106,User->verification code input field->validate password->user information,EI,CTRL|DM|EI,undefined,Login,Login
107,User->verification code input field->validate password->validation failed message,EQ,CTRL|INT,undefined,Login,Login
108,User->create user information page->validate input information->information invalid message,EQ,CTRL|INT,undefined,Create high-level user,Create high-level user
109,User->create user information page->validate input information->insert user info->User,EI,CTRL|DM|EI,undefined,Create high-level user,Create high-level user
110,User->User Management Button->validate role of user->role,EI,CTRL|DM|EI,undefined,Create high-level user,Create high-level user
111,User->User Management Button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Create high-level user,Create high-level user
112,User->User Management Button->validate role of user->user management page,EQ,CTRL|INT,undefined,Create high-level user,Create high-level user
113,User->user management page->create user information page->create user information page,EQ,CTRL|INT,undefined,Create high-level user,Create high-level user
114,Administrator->Create user button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Create a youth user,Create a youth user
115,Administrator->Create user button->validate role of user->generate a random password,EQ,CTRL|INT,undefined,Create a youth user,Create a youth user
116,Administrator->Create user button->validate role of user->role,EI,CTRL|DM|EI,undefined,Create a youth user,Create a youth user
117,Administrator->username and received password input->insert username and received password into DB->create a case for the user->Case,EI,CTRL|DM|EI,undefined,Create a youth user,Create a youth user
118,Administrator->username and received password input->insert username and received password into DB->create a case for the user->case created success message,EQ,CTRL|INT,undefined,Create a youth user,Create a youth user
119,Administrator->username and received password input->insert username and received password into DB->User,EI,CTRL|DM|EI,undefined,Create a youth user,Create a youth user
120,Administrator->generate a random password->email password->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Create a youth user,Create a youth user
121,Administrator->user edit page->validate input user information->save input user information->User,EI,CTRL|DM|EI,undefined,Edit user,Edit user
122,Administrator->user edit page->validate input user information->save input user information->display user information->user information page,EQ,CTRL|INT,undefined,Edit user,Edit user
123,Administrator->user edit page->validate input user information->invalid input information error,EQ,CTRL|INT,undefined,Edit user,Edit user
124,Administrator->User Management Button->validate role of user->role,EI,CTRL|DM|EI,undefined,Edit user,Edit user
125,Administrator->User Management Button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Edit user,Edit user
126,Administrator->User Management Button->validate role of user->user management page,EQ,CTRL|INT,undefined,Edit user,Edit user
127,Administrator->user information page->display user edit page->user edit page,EQ,CTRL|INT,undefined,Edit user,Edit user
128,Administrator->user management page->query user information->User,EI,CTRL|DM|EI,undefined,Edit user,Edit user
129,Administrator->user management page->query user information->user information page,EQ,CTRL|INT,undefined,Edit user,Edit user
130,Administrator->user management page->check the status of user->activtate the user->User,EI,CTRL|DM|EI,undefined,Activate user,Activate user
131,Administrator->user management page->check the status of user->activtate the user->activation success message,EQ,CTRL|INT,undefined,Activate user,Activate user
132,Administrator->user management page->check the status of user->user is already activated error,EQ,CTRL|INT,undefined,Activate user,Activate user
133,Administrator->User management button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Activate user,Activate user
134,Administrator->User management button->validate role of user->user management page,EQ,CTRL|INT,undefined,Activate user,Activate user
135,Administrator->User management button->validate role of user->role,EI,CTRL|DM|EI,undefined,Activate user,Activate user
136,Administrator->user management page->check the status of user->user is already inactivated error,EQ,CTRL|INT,undefined,Inactivate user,Inactivate user
137,Administrator->user management page->check the status of user->inactivtate the user->activation success message,EQ,CTRL|INT,undefined,Inactivate user,Inactivate user
138,Administrator->user management page->check the status of user->inactivtate the user->User,EI,CTRL|DM|EI,undefined,Inactivate user,Inactivate user
139,Administrator->User management button->validate role of user->role,EI,CTRL|DM|EI,undefined,Inactivate user,Inactivate user
140,Administrator->User management button->validate role of user->user management page,EQ,CTRL|INT,undefined,Inactivate user,Inactivate user
141,Administrator->User management button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Inactivate user,Inactivate user
142,Administrator->Reset password button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Password,Reset Password
143,Administrator->Reset password button->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Password,Reset Password
144,Administrator->Reset password button->validate role of user->reset page,EQ,CTRL|INT,undefined,Reset Password,Reset Password
145,Administrator->reset page->validate answer of security question->reset new password->case management page,EQ,CTRL|INT,undefined,Reset Password,Reset Password
146,Administrator->reset page->validate answer of security question->reset new password->User,EI,CTRL|DM|EI,undefined,Reset Password,Reset Password
147,Administrator->reset page->validate answer of security question->invalid answer for security question,EQ,CTRL|INT,undefined,Reset Password,Reset Password
148,Case Manager->Reset password button->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Password,Reset Password
149,Case Manager->Reset password button->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Password,Reset Password
150,Case Manager->Reset password button->validate role of user->reset page,EQ,CTRL|INT,undefined,Reset Password,Reset Password
151,Case Manager->reset page->validate answer of security question->reset new password->case management page,EQ,CTRL|INT,undefined,Reset Password,Reset Password
152,Case Manager->reset page->validate answer of security question->reset new password->User,EI,CTRL|DM|EI,undefined,Reset Password,Reset Password
153,Case Manager->reset page->validate answer of security question->invalid answer for security question,EQ,CTRL|INT,undefined,Reset Password,Reset Password
154,Administrator->Reset security questions->validate role of user->security questions reset page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
155,Administrator->Reset security questions->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
156,Administrator->Reset security questions->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
157,Administrator->security questions reset page->validate typed in security questions->save updated security questions->case management page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
158,Administrator->security questions reset page->validate typed in security questions->save updated security questions->Security questions,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
159,Administrator->security questions reset page->validate typed in security questions->invalid security questions,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
160,Case manager->security questions reset page->validate typed in security questions->save updated security questions->case management page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
161,Case manager->security questions reset page->validate typed in security questions->save updated security questions->Security questions,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
162,Case manager->security questions reset page->validate typed in security questions->invalid security questions,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
163,Case manager->Reset security questions->validate role of user->security questions reset page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
164,Case manager->Reset security questions->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
165,Case manager->Reset security questions->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
166,Administrator->User group list->validate role of user->find email address of the selected youth->load email template->email template,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
167,Administrator->User group list->validate role of user->find email address of the selected youth->load email template->send email page,EQ,CTRL|INT,undefined,Mass Email,Mass Email
168,Administrator->User group list->validate role of user->find email address of the selected youth->user,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
169,Administrator->User group list->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
170,Administrator->send email page->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Mass Email,Mass Email
171,Administrator->send email page->send email->Add activities to case->unauthorized access error,EQ,CTRL|INT,undefined,Mass Email,Mass Email
172,Administrator->send email page->send email->Add activities to case->Email sent success message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
173,Administrator->send email page->send email->Add activities to case->Case,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
174,General staff->User group list->validate role of user->find email address of the selected youth->load email template->email template,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
175,General staff->User group list->validate role of user->find email address of the selected youth->load email template->send email page,EQ,CTRL|INT,undefined,Mass Email,Mass Email
176,General staff->User group list->validate role of user->find email address of the selected youth->user,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
177,General staff->User group list->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
178,General staff->send email page->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Mass Email,Mass Email
179,General staff->send email page->send email->Add activities to case->unauthorized access error,EQ,CTRL|INT,undefined,Mass Email,Mass Email
180,General staff->send email page->send email->Add activities to case->Email sent success message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
181,General staff->send email page->send email->Add activities to case->Case,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
182,Case manager->User group list->validate role of user->find email address of the selected youth->load email template->email template,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
183,Case manager->User group list->validate role of user->find email address of the selected youth->load email template->send email page,EQ,CTRL|INT,undefined,Mass Email,Mass Email
184,Case manager->User group list->validate role of user->find email address of the selected youth->user,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
185,Case manager->User group list->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
186,Case manager->send email page->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Mass Email,Mass Email
187,Case manager->send email page->send email->Add activities to case->unauthorized access error,EQ,CTRL|INT,undefined,Mass Email,Mass Email
188,Case manager->send email page->send email->Add activities to case->Email sent success message,EQ,CTRL|INT,undefined,Mass Email,Mass Email
189,Case manager->send email page->send email->Add activities to case->Case,EI,CTRL|DM|EI,undefined,Mass Email,Mass Email
