id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
46,C.ss46.ss,0,0,0,0,0,0
47,C.ss47.ss,0,0,0,0,0,0
48,C.ss48.ss,0,0,0,0,0,0
49,C.ss49.ss,0,0,0,0,0,0
50,C.ss50.ss,0,0,0,0,0,0
51,C.ss51.ss,0,0,0,0,0,0
52,C.ss52.ss,0,0,0,0,0,0
53,C.ss53.ss,0,0,0,0,0,0
54,C.ss54.ss,0,0,0,0,0,0
55,C.ss55.ss,0,0,0,0,0,0
56,C.ss56.ss,0,0,0,0,0,0
57,C.ss57.ss,0,0,0,0,0,0
58,C.ss58.ss,0,0,0,0,0,0
59,C.ss59.ss,0,0,0,0,0,0
60,C.ss60.ss,0,0,0,0,0,0
61,C.ss61.ss,0,0,0,0,0,0
62,C.ss62.ss,0,0,0,0,0,0
63,C.ss63.ss,0,0,0,0,0,0
64,C.ss64.ss,0,0,0,0,0,0
65,C.ss65.ss,0,0,0,0,0,0
66,C.ss66.ss,0,0,0,0,0,0
67,C.ss67.ss,0,0,0,0,0,0
68,C.ss68.ss,0,0,0,0,0,0
69,C.ss69.ss,0,0,0,0,0,0
70,C.ss70.ss,0,0,0,0,0,0
71,C.ss71.ss,0,0,0,0,0,0
72,C.ss72.ss,0,0,0,0,0,0
73,C.ss73.ss,0,0,0,0,0,0
74,C.ss74.ss,0,0,0,0,0,0
75,C.ss75.ss,0,0,0,0,0,0
76,C.ss76.ss,0,0,0,0,0,0
77,C.ss77.ss,0,0,0,0,0,0
78,C.ss78.ss,0,0,0,0,0,0
79,C.ss79.ss,0,0,0,0,0,0
80,C.ss80.ss,0,0,0,0,0,0
81,C.ss81.ss,0,0,0,0,0,0
82,C.ss82.ss,0,0,0,0,0,0
83,C.ss83.ss,0,0,0,0,0,0
84,C.ss84.ss,0,0,0,0,0,0
85,C.ss85.ss,0,0,0,0,0,0
86,C.ss86.ss,0,0,0,0,0,0
87,C.ss87.ss,0,0,0,0,0,0
88,C.ss88.ss,0,0,0,0,0,0
89,C.ss89.ss,0,0,0,0,0,0
90,C.ss90.ss,0,0,0,0,0,0
91,C.ss91.ss,0,0,0,0,0,0
92,C.ss92.ss,0,0,0,0,0,0
93,C.ss93.ss,0,0,0,0,0,0
94,C.ss94.ss,0,0,0,0,0,0
95,C.ss95.ss,0,0,0,0,0,0
96,C.ss96.ss,0,0,0,0,0,0
97,C.ss97.ss,0,0,0,0,0,0
98,C.ss98.ss,0,0,0,0,0,0
99,C.ss99.ss,0,0,0,0,0,0
100,C.ss100.ss,0,0,0,0,0,0
101,C.ss101.ss,0,0,0,0,0,0
102,C.ss102.ss,0,0,0,0,0,0
103,C.ss103.ss,0,0,0,0,0,0
104,C.ss104.ss,0,0,0,0,0,0
105,C.ss105.ss,0,0,0,0,0,0
106,C.ss106.ss,0,0,0,0,0,0
107,C.ss107.ss,0,0,0,0,0,0
108,C.ss108.ss,0,0,0,0,0,0
109,C.ss109.ss,0,0,0,0,0,0
110,C.ss110.ss,0,0,0,0,0,0
111,C.ss111.ss,0,0,0,0,0,0
112,C.ss112.ss,0,0,0,0,0,0
113,C.ss113.ss,0,0,0,0,0,0
114,C.ss114.ss,0,0,0,0,0,0
115,C.ss115.ss,0,0,0,0,0,0
116,C.ss116.ss,0,0,0,0,0,0
117,C.ss117.ss,0,0,0,0,0,0
118,C.ss118.ss,0,0,0,0,0,0
119,C.ss119.ss,0,0,0,0,0,0
120,C.ss120.ss,0,0,0,0,0,0
121,C.ss121.ss,0,0,0,0,0,0
122,C.ss122.ss,0,0,0,0,0,0
123,C.ss123.ss,0,0,0,0,0,0
124,C.ss124.ss,0,0,0,0,0,0
125,C.ss125.ss,0,0,0,0,0,0
126,C.ss126.ss,0,0,0,0,0,0
127,C.ss127.ss,0,0,0,0,0,0
128,C.ss128.ss,0,0,0,0,0,0
129,C.ss129.ss,0,0,0,0,0,0
130,C.ss130.ss,0,0,0,0,0,0
131,EntityResolver.ss131.ss,0,0,0,0,0,0
132,XmlPullParser.ss132.ss,0,0,0,0,0,0
