id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,AVG_DETs
3,stl#User:Homepage->User:Homepage,Write a blog comment,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Cancel Client Appointment,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
3,stl#User:Homepage->User:Homepage,Cancel Volunteer Appointment,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
1,stl#User:Homepage->User:Homepage,Make New Client Appointment,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Make Volunteer Appointment,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Submit New Volunteer Application,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
5,stl#User:Homepage->User:Homepage,View Client Schedule,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
1,stl#User:Homepage->User:Homepage,View Volunteer Application,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,View Volunteer List,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,View Volunteer Schedule,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Checkout,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:Homepage->User:Homepage,Configure Data Service,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Create Account,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Customize Data Service Subscription Notification,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:Homepage->User:Homepage,Export Data File,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Login,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,Logout,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,Manage Data,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
4,stl#User:Homepage->User:Homepage,Receive Notification for Subscribed Data Service,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Receive Notification of Completion of Configuration by Email,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,Send Data Through Cellular Technologies,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Subscribe Data Service,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Update Content,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,View Data,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,Apply for jobs,CTRL,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Apply to volunteer,CTRL,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Donate money to CSC,CTRL,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Forward artifact to department,CTRL,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,Maintain social network,CTRL,2,1,4,1,8,0.5
3,stl#User:Homepage->User:Homepage,Post on social networks,CTRL,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,Update & Maintain website,CTRL,2,1,2,1,4,0.5
3,stl#User:Homepage->User:Homepage,View Joblist,CTRL,2,1,2,1,4,0.5
1,stl#User:Homepage->User:Homepage,View and RSVP for events,CTRL,2,1,6,1,12,0.5
1,stl#undefined->undefined,Use Case1,CTRL,2,1,1,1,2,0.5
1,stl#undefined->undefined,Picks up unassigned candidates,CTRL,2,1,1,1,2,0.5
1,stl#User:activity already exists->User:activity already exists,Create Activity,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
5,stl#User:success message->User:success message,Create Activity,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:project has been created message->User:project has been created message,Create STEM Project,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
5,stl#User:success message->User:success message,Create STEM Project,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
4,stl#User:survey has been created message->User:survey has been created message,Create Survey,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:Successfully created message->User:Successfully created message,Create subactivity,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
2,stl#User:survey has been created message->User:survey has been created message,Input results for survey,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:search results list->User:search results list,Reserve Inventory,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
5,stl#User:Successfully input message->User:Successfully input message,Reserve Inventory,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:search results list->User:search results list,Search,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
5,stl#User:no search result is found->User:no search result is found,Search,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
4,stl#User:search results list->User:search results list,Sign in sheet,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
5,"stl#User:show ""successfully input"" message->User:show ""successfully input"" message",Sign in sheet,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
7,stl#Jobseeker:saving success message->Jobseeker:saving success message,Create/update user profile,CTRL,2,1,8,1,16,0.5
8,stl#Jobseeker:home page->Jobseeker:home page,Create/update user profile,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
15,stl#Jobseeker:Invalid detail input message->Jobseeker:Invalid detail input message,Create/update user profile,CTRL,2,1,8,1,16,0.5
5,stl#Jobseeker:job list page->Jobseeker:job list page,Search all existing jobs,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#Jobseeker:time out error message->Jobseeker:time out error message,Subscribe for notifications,CTRL,2,1,4,1,8,0.5
6,stl#Jobseeker:home page->Jobseeker:home page,View open jobs,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
4,stl#Visitor:Error in reading pictures->Visitor:Error in reading pictures,Add pictures in Neighborhood page,CTRL;EXTCLL;INT,2,1,11,1,22,0.5
5,stl#Visitor:Dashboard for neighborhood display.->Visitor:Dashboard for neighborhood display.,Add pictures in Neighborhood page,CTRL;EXTCLL;INT,2,1,11,1,22,0.5
1,stl#Visitor:project page->Visitor:project page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
9,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
10,stl#Visitor:400 or 500 error page->Visitor:400 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
1,stl#Visitor:no gallery message->Visitor:no gallery message,Create new project page,CTRL,2,1,4,1,8,0.5
1,stl#Visitor:Invlid name and password match->Visitor:Invlid name and password match,Share events on Facebook,CTRL,2,1,2,1,4,0.5
3,stl#Visitor:Invalid name and password match message->Visitor:Invalid name and password match message,Share project on Facebook,CTRL,2,1,2,1,4,0.5
1,stl#Visitor:fail in adding pictures to gallery->Visitor:fail in adding pictures to gallery,View Gallery of art works,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
5,stl#Visitor:Neighbourhood page->Visitor:Neighbourhood page,Visit Neighborhood Page,CTRL,2,1,7,1,14,0.5
6,stl#Visitor:404 or 500 page->Visitor:404 or 500 page,Visit Neighborhood Page,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#Visitor:project page->Visitor:project page,Visit community ads page,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
11,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Visit community ads page,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
2,stl#Visitor:link in the box->Visitor:link in the box,Visit interative map,CTRL,2,1,1,1,2,0.5
3,stl#Visitor:display neighborhood page->Visitor:display neighborhood page,Visit interative map,CTRL,2,1,8,1,16,0.5
4,stl#Visitor:display 404 or 500 page->Visitor:display 404 or 500 page,Visit interative map,CTRL;EXTCLL;INT,2,1,1,1,2,0.5
6,stl#Visitor:previous or next image->Visitor:previous or next image,Visit project page,CTRL,2,1,3,1,6,0.5
7,stl#Visitor:gallery interface->Visitor:gallery interface,Visit project page,CTRL,2,1,6,1,12,0.5
8,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Visit project page,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#Visitor:trekking LA page->Visitor:trekking LA page,Visit trekking LA Page,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
8,stl#Visitor:400 or 500 erorr page->Visitor:400 or 500 erorr page,Visit trekking LA Page,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
6,stl#User:pdf format is not valid message->User:pdf format is not valid message,Delete micro website,CTRL,2,1,2,1,4,0.5
7,stl#User:Micro Website Management Page->User:Micro Website Management Page,Delete micro website,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
1,stl#undefined->undefined,Search Content,CTRL,2,1,1,1,2,0.5
1,stl#User:error message->User:error message,Subscribe latest news,CTRL,2,1,9,1,18,0.5
8,stl#User:the email has already subscribed message->User:the email has already subscribed message,Subscribe latest news,CTRL,2,1,4,1,8,0.5
9,stl#User:error message->User:error message,Subscribe latest news,CTRL,2,1,9,1,18,0.5
10,stl#User:No record exist message->User:No record exist message,Subscribe latest news,CTRL,2,1,9,1,18,0.5
11,stl#User:shwo success message->User:shwo success message,Subscribe latest news,CTRL,2,1,9,1,18,0.5
1,stl#User:Success message->User:Success message,add case studies,CTRL,2,1,2,1,4,0.5
2,stl#User:upload fail message->User:upload fail message,add case studies,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
3,"stl#User:""case study"" form->User:""case study"" form",add case studies,CTRL,2,1,8,1,16,0.5
5,stl#User:Uploaded file's link->User:Uploaded file's link,attach file,CTRL;EXTCLL;INT,2,1,11,1,22,0.5
6,stl#User:Micro Website management->User:Micro Website management,attach file,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
8,stl#User:failure message->User:failure message,attach file,CTRL,2,1,1,1,2,0.5
1,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,create marketing director account,CTRL,2,1,7,1,14,0.5
2,stl#User:username exists message->User:username exists message,create marketing director account,CTRL,2,1,5,1,10,0.5
3,stl#User:Username exists message->User:Username exists message,create marketing director account,CTRL,2,1,5,1,10,0.5
3,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,create micro website,CTRL,2,1,2,1,4,0.5
4,stl#User:failure message->User:failure message,create micro website,CTRL,2,1,3,1,6,0.5
1,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,delete marketing director account,CTRL;EXTCLL;INT,2,1,12,1,24,0.5
6,stl#User:not exist or invlide username.->User:not exist or invlide username.,delete marketing director account,CTRL,2,1,7,1,14,0.5
14,stl#User:username exists message->User:username exists message,delete marketing director account,CTRL,2,1,7,1,14,0.5
1,stl#User:Micro Website Management Page->User:Micro Website Management Page,edit micro website,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
13,stl#User:pdf format is not valid message->User:pdf format is not valid message,edit micro website,CTRL,2,1,2,1,4,0.5
1,stl#User:error message->User:error message,edit website content,CTRL,2,1,4,1,8,0.5
2,stl#User:Editable website content form->User:Editable website content form,edit website content,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
7,stl#User:Updated page->User:Updated page,edit website content,CTRL,2,1,4,1,8,0.5
8,stl#User:failure message->User:failure message,email micro website link,CTRL,2,1,6,1,12,0.5
9,stl#User:Success message->User:Success message,email micro website link,CTRL,2,1,6,1,12,0.5
10,stl#User:Micro Website management->User:Micro Website management,email micro website link,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
11,stl#User:upload fail message->User:upload fail message,email micro website link,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:User is authorized message->User:User is authorized message,login,CTRL,2,1,6,1,12,0.5
2,stl#User:Marketing Director's home page->User:Marketing Director's home page,login,CTRL,2,1,6,1,12,0.5
7,stl#User:Invalid username and password message->User:Invalid username and password message,login,CTRL,2,1,6,1,12,0.5
1,stl#User:User'session is alreayd deactivated->User:User'session is alreayd deactivated,logout,CTRL,2,1,7,1,14,0.5
7,stl#User:Invalid username and password message->User:Invalid username and password message,logout,CTRL,2,1,7,1,14,0.5
8,stl#User:Login page->User:Login page,logout,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:success message->User:success message,remove case studies,CTRL,2,1,6,1,12,0.5
7,stl#User:List of case studieis->User:List of case studieis,remove case studies,CTRL,2,1,7,1,14,0.5
8,stl#User:error message->User:error message,remove case studies,CTRL,2,1,6,1,12,0.5
1,"stl#User:""Case Studies"" content->User:""Case Studies"" content",view case studies,CTRL,2,1,3,1,6,0.5
8,stl#User:404 Forbidden page->User:404 Forbidden page,view case studies,CTRL,2,1,3,1,6,0.5
4,stl#User:not exist or invlide username.->User:not exist or invlide username.,view marketing director accounts,CTRL,2,1,6,1,12,0.5
5,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,view marketing director accounts,CTRL;EXTCLL;INT,2,1,10,1,20,0.5
1,stl#guests:success message->guests:success message,Changing wedding details dynamically,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
2,stl#guests:empty list message->guests:empty list message,Changing wedding details dynamically,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
1,stl#guests:save design detail into db success message->guests:save design detail into db success message,Create account,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
2,stl#guests:account already exists message->guests:account already exists message,Create account,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
13,stl#guests:invitation link->guests:invitation link,Create account,CTRL,2,1,4,1,8,0.5
1,stl#guests:save design detail into db success message->guests:save design detail into db success message,Design invitation card,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
8,stl#guests:save info success message->guests:save info success message,Design invitation card,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:Login screen->User:Login screen,Disallow user to login for wrong credentials,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
5,stl#User:Error message for wrong credentials->User:Error message for wrong credentials,Disallow user to login for wrong credentials,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#User:home screen->User:home screen,Login,CTRL;EXTCLL;INT,2,1,8,1,16,0.5
1,stl#guests:invitation page->guests:invitation page,Send E-invitations to guest,CTRL,2,1,7,1,14,0.5
3,stl#guests:invitation send success message->guests:invitation send success message,Send E-invitations to guest,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
4,stl#guests:confirmation message->guests:confirmation message,Take the survey,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:Error message for wrong credentials->User:Error message for wrong credentials,Validate User Credentials,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#guests:delete error message->guests:delete error message,delete guest list,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
2,stl#guests:confirmation message->guests:confirmation message,delete guest list,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#guests:RSVP form page->guests:RSVP form page,reply to invitation,CTRL,2,1,5,1,10,0.5
2,stl#guests:error message->guests:error message,reply to invitation,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
7,stl#User:confirmation info shown->User:confirmation info shown,update website,CTRL,2,1,6,1,12,0.5
4,stl#User:invitation page->User:invitation page,upload list of guests,CTRL,2,1,6,1,12,0.5
6,stl#User:Save confirmation message->User:Save confirmation message,upload list of guests,CTRL,2,1,6,1,12,0.5
5,stl#guests:error message->guests:error message,view invitation,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#guests:wedding website is displayed->guests:wedding website is displayed,view website,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
1,stl#User:Disable creat from template button->User:Disable creat from template button,Create from template,CTRL,2,1,6,1,12,0.5
2,stl#User:edit sphere page->User:edit sphere page,Create from template,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
1,stl#User:Home page->User:Home page,Delete sphere,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
6,stl#User:success message->User:success message,Edit nodes in table,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
7,stl#User:Sphere overview->User:Sphere overview,Edit nodes in table,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
1,stl#User:Error message->User:Error message,Edit sphere properties,CTRL,2,1,5,1,10,0.5
6,stl#User:success message->User:success message,Edit sphere properties,CTRL,2,1,5,1,10,0.5
6,"stl#User:""create sectors and nodes"" page->User:""create sectors and nodes"" page",Open existing shpere,CTRL,2,1,2,1,4,0.5
7,stl#User:2D view of selected sphere->User:2D view of selected sphere,Open existing shpere,CTRL;EXTCLL;INT,2,1,7,1,14,0.5
5,stl#User:Show message for storing the info.->User:Show message for storing the info.,Save as template,CTRL,2,1,2,1,4,0.5
3,"stl#User:""create sectors and nodes"" page->User:""create sectors and nodes"" page",Set sphere title,CTRL,2,1,5,1,10,0.5
1,stl#User:In app notification->User:In app notification,Toggle 2d/3d viz,CTRL,2,1,1,1,2,0.5
5,stl#User:sphere edit page->User:sphere edit page,Toggle 2d/3d viz,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
6,stl#User:Disable creat from template button->User:Disable creat from template button,Toggle 2d/3d viz,CTRL,2,1,2,1,4,0.5
10,stl#User:success message to user->User:success message to user,assign permissions,CTRL,2,1,8,1,16,0.5
6,stl#User:2D view of selected sphere->User:2D view of selected sphere,overlay data,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
1,stl#User:sphere edit page->User:sphere edit page,prompt other users,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
6,stl#User:error message->User:error message,register in system,CTRL,2,1,3,1,6,0.5
12,stl#User:Open or create sphere page->User:Open or create sphere page,register in system,CTRL,2,1,4,1,8,0.5
13,stl#User:User has already exist in the database->User:User has already exist in the database,register in system,CTRL,2,1,5,1,10,0.5
8,stl#User:invalid input->User:invalid input,reset passowrd,CTRL,2,1,3,1,6,0.5
9,stl#User:email is sent message->User:email is sent message,reset passowrd,CTRL,2,1,6,1,12,0.5
5,stl#User:list of matches->User:list of matches,search spheres,CTRL,2,1,3,1,6,0.5
6,stl#User:no  matches message->User:no  matches message,search spheres,CTRL,2,1,5,1,10,0.5
4,stl#User:success message->User:success message,share sphere,CTRL,2,1,6,1,12,0.5
7,stl#User:Error message->User:Error message,share sphere,CTRL,2,1,6,1,12,0.5
1,stl#User:success information message->User:success information message,taggle data sets,CTRL,2,1,3,1,6,0.5
7,stl#User:Home page->User:Home page,update display name,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
8,stl#User:error message->User:error message,update display name,CTRL,2,1,5,1,10,0.5
1,stl#User:textual message->User:textual message,view 2D chat,CTRL,2,1,5,1,10,0.5
2,stl#User:success message->User:success message,view 2D chat,CTRL,2,1,5,1,10,0.5
5,stl#User:2D polar chart->User:2D polar chart,view 2D chat,CTRL,2,1,5,1,10,0.5
1,stl#User:success message->User:success message,view data averages,CTRL,2,1,3,1,6,0.5
1,stl#undefined->undefined,BasicSearch,CTRL,2,1,1,1,2,0.5
6,stl#user:decline message->user:decline message,Decline Reservation Request,CTRL;EXTCLL;INT,2,1,10,1,20,0.5
7,stl#user:not allowed to login message->user:not allowed to login message,Login,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
5,stl#user:success message->user:success message,Make Payment,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
6,stl#user:Denied transaction message->user:Denied transaction message,Make Payment,CTRL;EXTCLL;INT,2,1,5,1,10,0.5
1,stl#user:Denied transaction message->user:Denied transaction message,Manage Users,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
3,stl#user:display role changed message->user:display role changed message,Mofiy User Role,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#user:Surgical slot update message->user:Surgical slot update message,Post Surgical Slot,CTRL;EXTCLL;INT,2,1,10,1,20,0.5
2,stl#user:new user account is created message->user:new user account is created message,Post Surgical Slot,CTRL;EXTCLL;INT,2,1,10,1,20,0.5
3,stl#user:Transaction declined message->user:Transaction declined message,Post Surgical Slot,CTRL;EXTCLL;INT,2,1,10,1,20,0.5
1,stl#user:Error message->user:Error message,Setup reminder,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
2,stl#user:success messsage->user:success messsage,Setup reminder,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
5,stl#user:required fields missing prompt->user:required fields missing prompt,Submit Reservation Request,CTRL,2,1,2,1,4,0.5
8,stl#user:decline message->user:decline message,Submit Reservation Request,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
8,stl#user:success message->user:success message,Update Profie,CTRL;EXTCLL;INT,2,1,4,1,8,0.5
6,stl#user:The update request failed message->user:The update request failed message,Update Surgical Slot Posting,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
7,stl#user:the fields are not complete message->user:the fields are not complete message,Update Surgical Slot Posting,CTRL,2,1,4,1,8,0.5
7,stl#user:Transaction declined message->user:Transaction declined message,Verify User Idnetification,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
8,stl#user:new user account is created message->user:new user account is created message,Verify User Idnetification,CTRL;EXTCLL;INT,2,1,6,1,12,0.5
6,stl#user:display role changed message->user:display role changed message,View Activity Report,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#user:No existing surgical slot post message->user:No existing surgical slot post message,View Posted Surgical Slot,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
12,stl#user:View Profile Button->user:View Profile Button,View Profile,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
7,stl#User:submitted add EMT Form page->User:submitted add EMT Form page,Add EMT building assignment in emergency,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
13,stl#User:Supervisors' emergency homepage->User:Supervisors' emergency homepage,Add EMT building assignment in emergency,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
14,stl#User:EMT form page->User:EMT form page,Add EMT building assignment in emergency,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
9,stl#Supervisor:null input informaiton error->Supervisor:null input informaiton error,Add buildings/hubs to the datbase,CTRL,2,1,8,1,16,0.5
5,stl#Supervisor:OTP empty error message->Supervisor:OTP empty error message,Add individuals to the list of allowed users,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
6,stl#Supervisor:invalidate error message->Supervisor:invalidate error message,Add individuals to the list of allowed users,CTRL,2,1,4,1,8,0.5
7,stl#Supervisor:View Individual's page->Supervisor:View Individual's page,Add individuals to the list of allowed users,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
1,stl#Supervisor:invalidate error message->Supervisor:invalidate error message,Add volunteers to the system,CTRL,2,1,4,1,8,0.5
8,stl#Supervisor:View Individual's page->Supervisor:View Individual's page,Add volunteers to the system,CTRL;EXTCLL;INT,2,1,7,1,14,0.5
21,stl#Transport Coordinator:Error message->Transport Coordinator:Error message,Enter Victim Data,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
36,stl#Transport Coordinator:category's page->Transport Coordinator:category's page,Enter Victim Data,CTRL;EXTCLL;INT,2,1,9,1,18,0.5
1,stl#User:Empty username and password error message->User:Empty username and password error message,Login to MEDFRS Website,CTRL;EXTCLL;INT,2,1,7,1,14,0.5
6,stl#User:Login error message->User:Login error message,Login to MEDFRS Website,CTRL;EXTCLL;INT,2,1,7,1,14,0.5
7,stl#User:MedFPS homepage->User:MedFPS homepage,Login to MEDFRS Website,CTRL;EXTCLL;INT,2,1,7,1,14,0.5
1,stl#User:MedFPS homepage->User:MedFPS homepage,Logout,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
1,stl#Supervisor:Management Individuals Page->Supervisor:Management Individuals Page,Manage individuals in the database,CTRL;EXTCLL;INT,2,1,22,1,44,0.5
17,stl#Supervisor:Delete Page->Supervisor:Delete Page,Manage individuals in the database,CTRL;EXTCLL;INT,2,1,2,1,4,0.5
17,stl#Transport Coordinator:null input informaiton error->Transport Coordinator:null input informaiton error,Manage victim emergency emt assignment information,CTRL,2,1,4,1,8,0.5
27,stl#Transport Coordinator:category's page->Transport Coordinator:category's page,Manage victim emergency emt assignment information,CTRL;EXTCLL;INT,2,1,3,1,6,0.5
4,stl#Transport Coordinator:null input informaiton error->Transport Coordinator:null input informaiton error,Management buildings/hubs/disasters in the database,CTRL,2,1,4,1,8,0.5
1,stl#Supervisor:OTP empty error message->Supervisor:OTP empty error message,On time login to MedFRS Device App,CTRL;EXTCLL;INT,2,1,8,1,16,0.5
6,stl#Supervisor:Management Individuals Page->Supervisor:Management Individuals Page,On time login to MedFRS Device App,CTRL;EXTCLL;INT,2,1,11,1,22,0.5
