"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"32","tm1","fp","pred25","+",0.132,0.128,0.61,1,1,0.0392232270276368
"33","tm1","cosmic","pred25","-",0.132,0.179,0.45,0.884210526315789,1,-0.445526894531465
"34","tm1","sloc","pred25","+",0.132,0.084,0.24,0.610909090909091,1,0.535306233682268
"35","tm1","ln_sloc","pred25","-",0.132,0.146,0.71,1,1,-0.139788359667353
"36","tm2","tm3","pred25","+",0.096,0.073,0.7,1,1,0.286563055795892
"37","tm2","ucp","pred25","+",0.096,0.015,0.83,1,1,1.23924764289311
"38","tm2","fp","pred25","-",0.096,0.128,0.43,0.884210526315789,1,-0.326667382741786
"39","tm2","cosmic","pred25","-",0.096,0.179,0.63,1,1,-0.816842589053299
"40","tm2","sloc","pred25","+",0.096,0.084,0.29,0.706086956521739,1,0.141065578676859
"41","tm2","ln_sloc","pred25","-",0.096,0.146,0.77,1,1,-0.520543584099574
"42","tm3","ucp","pred25","+",0.073,0.015,0.88,1,1,0.986375192831906
"43","tm3","fp","pred25","-",0.073,0.128,0.51,0.968135593220339,1,-0.586925471566468
"44","tm3","cosmic","pred25","-",0.073,0.179,0.37,0.796923076923077,1,-1.08695934424349
"45","tm3","sloc","pred25","-",0.073,0.084,0.08,0.373333333333333,1,-0.137267302113978
"46","tm3","ln_sloc","pred25","-",0.073,0.146,0.86,1,1,-0.79594514262545
"47","ucp","fp","pred25","-",0.015,0.128,0.15,0.466666666666667,1,-1.38971142263761
"48","ucp","cosmic","pred25","-",0.015,0.179,0.22,0.573023255813954,1,-1.91418480860435
"49","ucp","sloc","pred25","-",0.015,0.084,0.04,0.28,1,-1.05816022067505
"50","ucp","ln_sloc","pred25","-",0.015,0.146,0.39,0.824150943396226,1,-1.65810574737308
"51","fp","cosmic","pred25","-",0.128,0.179,0.5,0.96551724137931,1,-0.453192068385423
"52","fp","sloc","pred25","+",0.128,0.084,0.26,0.647111111111111,1,0.449641207175091
"53","fp","ln_sloc","pred25","-",0.128,0.146,0.63,1,1,-0.167373754809787
"54","cosmic","sloc","pred25","+",0.179,0.084,0.14,0.448,1,0.935856337400306
"55","cosmic","ln_sloc","pred25","+",0.179,0.146,0.79,1,1,0.297618199813739
"56","sloc","ln_sloc","pred25","-",0.084,0.146,0.94,1,1,-0.646181878737065
"57","tm1","tm2","mdmre","+",0.683516079660914,0.809880546513701,0.06,0.336,1,-1.00209285544526
"58","tm1","tm3","mdmre","+",0.683516079660914,0.79256953714147,0.04,0.28,1,-0.892668740629272
"59","tm1","ucp","mdmre","+",0.683516079660914,1.42577321996663,0.08,0.373333333333333,1,-1.3195891725798
"60","tm1","fp","mdmre","+",0.683516079660914,1.09104531769052,0.03,0.28,1,-1.15831573737903
"61","tm1","cosmic","mdmre","+",0.683516079660914,0.852911580709367,0.12,0.433548387096774,1,-0.47939404045396
"62","tm1","sloc","mdmre","+",0.683516079660914,1.26953351274092,0.17,0.501052631578947,1,-1.57002761331853
"63","tm1","ln_sloc","mdmre","+",0.683516079660914,0.715840735402781,0.77,1,1,-0.228636518184017
"64","tm2","tm3","mdmre","-",0.809880546513701,0.79256953714147,0.52,0.970666666666667,1,0.14260372889801
"65","tm2","ucp","mdmre","+",0.809880546513701,1.42577321996663,0.12,0.433548387096774,1,-1.09526368851614
"66","tm2","fp","mdmre","+",0.809880546513701,1.09104531769052,0.05,0.294736842105263,1,-0.799760073005505
"67","tm2","cosmic","mdmre","+",0.809880546513701,0.852911580709367,0.14,0.448,1,-0.121870985913345
"68","tm2","sloc","mdmre","+",0.809880546513701,1.26953351274092,0.31,0.723333333333333,1,-1.23231167089441
"69","tm2","ln_sloc","mdmre","-",0.809880546513701,0.715840735402781,0.98,1,1,0.668311761150797
"70","tm3","ucp","mdmre","+",0.79256953714147,1.42577321996663,0.11,0.424827586206897,1,-1.12779193615992
"71","tm3","fp","mdmre","+",0.79256953714147,1.09104531769052,0.04,0.28,1,-0.852375723880756
"72","tm3","cosmic","mdmre","+",0.79256953714147,0.852911580709367,0.14,0.448,1,-0.171572152952836
"73","tm3","sloc","mdmre","+",0.79256953714147,1.26953351274092,0.34,0.7616,1,-1.28323489653307
"74","tm3","ln_sloc","mdmre","-",0.79256953714147,0.715840735402781,1,1,1,0.559258814856074
"75","ucp","fp","mdmre","-",1.42577321996663,1.09104531769052,0.8,1,1,0.513999568438404
"76","ucp","cosmic","mdmre","-",1.42577321996663,0.852911580709367,0.9,1,1,0.878558968214338
"77","ucp","sloc","mdmre","-",1.42577321996663,1.26953351274092,0.88,1,1,0.235640845721377
"78","ucp","ln_sloc","mdmre","-",1.42577321996663,0.715840735402781,0.95,1,1,1.25441736411828
"79","fp","cosmic","mdmre","-",1.09104531769052,0.852911580709367,0.8,1,1,0.493810430069516
"80","fp","sloc","mdmre","+",1.09104531769052,1.26953351274092,0.85,1,1,-0.35912911986198
"81","fp","ln_sloc","mdmre","-",1.09104531769052,0.715840735402781,0.99,1,1,1.05003218276261
"82","cosmic","sloc","mdmre","+",0.852911580709367,1.26953351274092,0.6,1,1,-0.836450795674284
"83","cosmic","ln_sloc","mdmre","-",0.852911580709367,0.715840735402781,0.91,1,1,0.381996362839174
"84","sloc","ln_sloc","mdmre","-",1.26953351274092,0.715840735402781,0.94,1,1,1.46309476795831
"85","tm1","tm2","mae","+",21929.1261993294,23555.2928712443,0.21,0.56,1,-0.214573675771199
"86","tm1","tm3","mae","+",21929.1261993294,23817.6081765557,0.1,0.4,1,-0.250334755903509
"87","tm1","ucp","mae","+",21929.1261993294,30678.7463685059,0.01,0.28,1,-1.16708733122344
"88","tm1","fp","mae","+",21929.1261993294,23507.4640401251,0.02,0.28,1,-0.240289600151223
"89","tm1","cosmic","mae","+",21929.1261993294,23813.6014086169,0.05,0.294736842105263,1,-0.240570243591806
"90","tm1","sloc","mae","+",21929.1261993294,28546.8746794327,0.19,0.532,1,-0.844136655764203
"91","tm1","ln_sloc","mae","+",21929.1261993294,22621.9553698264,0.57,1,1,-0.0818520859972185
"92","tm2","tm3","mae","+",23555.2928712443,23817.6081765557,0.16,0.484324324324324,1,-0.0366357829745659
"93","tm2","ucp","mae","+",23555.2928712443,30678.7463685059,0.02,0.28,1,-1.00179340689889
"94","tm2","fp","mae","-",23555.2928712443,23507.4640401251,0.02,0.28,1,0.0078101608861217
"95","tm2","cosmic","mae","+",23555.2928712443,23813.6014086169,0.07,0.356363636363636,1,-0.0346048157965636
"96","tm2","sloc","mae","+",23555.2928712443,28546.8746794327,0.31,0.723333333333333,1,-0.668115718468019
"97","tm2","ln_sloc","mae","-",23555.2928712443,22621.9553698264,0.69,1,1,0.114882739220133
"98","tm3","ucp","mae","+",23817.6081765557,30678.7463685059,0.05,0.294736842105263,1,-0.969959346125547
"99","tm3","fp","mae","-",23817.6081765557,23507.4640401251,0.1,0.4,1,0.0510034552122057
"100","tm3","cosmic","mae","-",23817.6081765557,23813.6014086169,0.21,0.56,1,0.000539325161515717
"101","tm3","sloc","mae","+",23817.6081765557,28546.8746794327,0.44,0.884210526315789,1,-0.636007647047469
"102","tm3","ln_sloc","mae","-",23817.6081765557,22621.9553698264,0.81,1,1,0.14776031073022
"103","ucp","fp","mae","-",30678.7463685059,23507.4640401251,0.66,1,1,1.19072484425977
"104","ucp","cosmic","mae","-",30678.7463685059,23813.6014086169,0.88,1,1,0.930029489283384
"105","ucp","sloc","mae","-",30678.7463685059,28546.8746794327,0.97,1,1,0.288546036961159
"106","ucp","ln_sloc","mae","-",30678.7463685059,22621.9553698264,1,1,1,1.00107044302415
"107","fp","cosmic","mae","+",23507.4640401251,23813.6014086169,0.64,1,1,-0.0475624300728767
"108","fp","sloc","mae","+",23507.4640401251,28546.8746794327,0.88,1,1,-0.782007214673889
"109","fp","ln_sloc","mae","-",23507.4640401251,22621.9553698264,1,1,1,0.123137636701734
"110","cosmic","sloc","mae","+",23813.6014086169,28546.8746794327,0.78,1,1,-0.612368641157686
"111","cosmic","ln_sloc","mae","-",23813.6014086169,22621.9553698264,0.94,1,1,0.142499998910852
"112","sloc","ln_sloc","mae","-",28546.8746794327,22621.9553698264,0.96,1,1,0.70801715510398
