id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
61,User:Manage resources button-->Manage resources button:Show lists of resources-->Show lists of resources:Update information of resource-->Update information of resource:Homepage,EQ,1,4,0,4,0,control->control->control->control
62,User:Manage resources button-->Manage resources button:Show lists of resources-->Show lists of resources:Update information of resource-->Update information of resource:Database,EI,0,4,0,3,1,control->control->control->entity
63,User:Update-->Update:Update information of resource-->Update information of resource:Homepage,EO,1,3,0,2,1,entity->control->control
64,User:Update-->Update:Update information of resource-->Update information of resource:Database,EI,0,3,0,1,2,entity->control->entity
65,User:Add-->Add:Update information of resource-->Update information of resource:Homepage,EI,2,3,1,2,0,boundary->control->control
66,User:Add-->Add:Update information of resource-->Update information of resource:Database,EI,1,3,1,1,1,boundary->control->entity
67,User:update-->update:Update information of resource-->Update information of resource:Homepage,EO,1,3,0,2,1,entity->control->control
68,User:update-->update:Update information of resource-->Update information of resource:Database,EI,0,3,0,1,2,entity->control->entity
69,User:Registe page-->Registe page:Show all register resources-->Show all register resources:Display confirmation-->Display confirmation:Homepage,EQ,2,4,0,4,0,control->control->control->control
70,User:Registe page-->Registe page:Show all register resources-->Show all register resources:Display confirmation-->Display confirmation:Database,EI,1,4,0,3,1,control->control->control->entity
71,User:Inpute resource page-->Inpute resource page:Display confirmation-->Display confirmation:Homepage,EQ,1,3,0,3,0,control->control->control
72,User:Inpute resource page-->Inpute resource page:Display confirmation-->Display confirmation:Database,EI,0,3,0,2,1,control->control->entity
73,User:Review error page-->Review error page:Show all erro message-->Show all erro message:Homepage,EQ,0,3,0,3,0,control->control->control
74,User:Input message-->Input message:Display confirmation page-->Display confirmation page:Homepage,EQ,1,3,0,3,0,control->control->control
75,User:send message page-->send message page:Display confirmation page-->Display confirmation page:Homepage,EQ,2,3,0,3,0,control->control->control
76,User:Manage resource button-->Manage resource button:Show list of information-->Show list of information:Update information in database-->Update information in database:Homepage,EQ,1,4,0,3,1,control->control->entity->control
77,User:Manage resource button-->Manage resource button:Show list of information-->Show list of information:Update information in database-->Update information in database:Database,EI,0,4,0,2,2,control->control->entity->entity
78,User:Input information-->Input information:Update information in database-->Update information in database:Homepage,EQ,1,3,0,2,1,control->entity->control
79,User:Input information-->Input information:Update information in database-->Update information in database:Database,EI,0,3,0,1,2,control->entity->entity
80,User:Choose one user and update-->Choose one user and update:Update information in database-->Update information in database:Homepage,EI,1,3,1,1,1,boundary->entity->control
81,User:Choose one user and update-->Choose one user and update:Update information in database-->Update information in database:Database,EI,0,3,1,0,2,boundary->entity->entity
82,User:Input information-->Input information:show update inforamtion resource-->show update inforamtion resource:Homepage,EQ,1,3,0,3,0,control->control->control
83,User:Input information-->Input information:show update inforamtion resource-->show update inforamtion resource:Database,EI,0,3,0,2,1,control->control->entity
84,User:Choose one of  resources and update-->Choose one of  resources and update:show update inforamtion resource-->show update inforamtion resource:Homepage,EQ,1,3,0,3,0,control->control->control
85,User:Choose one of  resources and update-->Choose one of  resources and update:show update inforamtion resource-->show update inforamtion resource:Database,EI,0,3,0,2,1,control->control->entity
86,User:Manage resource button-->Manage resource button:Show lists of resources-->Show lists of resources:show update inforamtion resource-->show update inforamtion resource:Homepage,EQ,1,4,0,4,0,control->control->control->control
87,User:Manage resource button-->Manage resource button:Show lists of resources-->Show lists of resources:show update inforamtion resource-->show update inforamtion resource:Database,EI,0,4,0,3,1,control->control->control->entity
88,User:Manage grade button-->Manage grade button:Display confimation-->Display confimation:Homepage,EI,2,3,1,2,0,boundary->control->control
89,User:Manage grade button-->Manage grade button:Display confimation-->Display confimation:Database,EI,1,3,1,1,1,boundary->control->entity
90,User:Input upload grade info -->Input upload grade info :Display confimation-->Display confimation:Homepage,EI,1,3,1,2,0,boundary->control->control
91,User:Input upload grade info -->Input upload grade info :Display confimation-->Display confimation:Database,EI,0,3,1,1,1,boundary->control->entity
92,User:View performance page-->View performance page:Show lists of semesters-->Show lists of semesters:Return students performance page-->Return students performance page:Homepge,EQ,2,4,0,4,0,control->control->control->control
93,User:Homepge,EQ,0,1,0,1,0,control
94,User:choose a report semester-->choose a report semester:Return students performance page-->Return students performance page:Homepge,EQ,1,3,0,3,0,control->control->control
95,User:View student page-->View student page:Display student page-->Display student page:Homepage,EQ,1,3,0,3,0,control->control->control
96,User:choose a student-->choose a student:Display student page-->Display student page:Homepage,EQ,1,3,0,3,0,control->control->control
97,User:Choose a student-->Choose a student:Display student page-->Display student page:Homepage,EQ,1,3,0,3,0,control->control->control
