id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,Complexity
12,stl#User:Confirm dialog->User:Confirm dialog->Confirm dialog:Update subscription information->Update subscription information:Subscription,Follow/unfollow a provider,TRAN_NA,4,19,1.666666667,3,6.666666667,4
13,stl#User:follow/unfollow button->User:follow/unfollow button->follow/unfollow button:Popup confirm diagram->Popup confirm diagram:Redirect to search page->Redirect to search page:Search provide page->Search provide page:Display all provider based on criteria->Display all provider based on criteria:Provider,Follow/unfollow a provider,TRAN_NA,7,36,3.833333333,6,26.83333333,7
14,stl#User:follow/unfollow button->User:follow/unfollow button->follow/unfollow button:Popup confirm diagram->Popup confirm diagram:Redirect to search page->Redirect to search page:Search provide page->Search provide page:Display all provider based on criteria->Display all provider based on criteria:follow/unfollow button->follow/unfollow button:Popup confirm diagram,Follow/unfollow a provider,TRAN_NA,8,27,3.285714286,7,26.28571429,4
15,stl#User:follow/unfollow button->User:follow/unfollow button->follow/unfollow button:Popup confirm diagram->Popup confirm diagram:Confirm dialog->Confirm dialog:Update subscription information->Update subscription information:Subscription,Follow/unfollow a provider,TRAN_NA,6,12,2,5,12,10
16,stl#User:Login page->User:Login page->Login page:verify user information->verify user information:user info,Login,TRAN_NA,4,7,3,3,12,16
17,stl#User:Login page->User:Login page->Login page:verify user information->verify user information:My account page,Login,TRAN_NA,4,7,4.666666667,3,18.66666667,15
18,stl#User:Login page->User:Login page->Login page:verify user information->verify user information:Invalid information error message->Invalid information error message:redirect to login page->redirect to login page:Login page->Login page:verify user information,Login,TRAN_NA,7,23,4.166666667,6,29.16666667,2
19,stl#User:My account page->User:My account page,Login,CTRL;EXTCLL;INT,2,1,6,1,12,3
20,stl#User:Invalid information error message->User:Invalid information error message->Invalid information error message:redirect to login page->redirect to login page:Login page->Login page:verify user information->verify user information:user info,Login,TRAN_NA,6,18,3.6,5,21.6,3
21,stl#User:Invalid information error message->User:Invalid information error message->Invalid information error message:redirect to login page->redirect to login page:Login page->Login page:verify user information->verify user information:My account page,Login,TRAN_NA,6,18,4.6,5,27.6,8
22,stl#User:Invalid information error message->User:Invalid information error message->Invalid information error message:redirect to login page->redirect to login page:Login page->Login page:verify user information->verify user information:Invalid information error message->Invalid information error message:redirect to login page,Login,TRAN_NA,7,28,4.333333333,6,30.33333333,6
23,stl#User:Forgotten username or password link->User:Forgotten username or password link->Forgotten username or password link:send email including credential,Login,TRAN_NA,3,11,2,2,6,1
24,stl#User:request status is successfully updated.->User:request status is successfully updated.,Maintain the system,CTRL;EXTCLL;INT,2,1,10,1,20,5
25,stl#User:request list->User:request list->request list:update status of requests->update status of requests:request status is successfully updated.,Maintain the system,TRAN_NA,4,3,10,3,40,3
26,stl#User:request list->User:request list->request list:update status of requests->update status of requests:Request,Maintain the system,TRAN_NA,4,3,10,3,40,15
27,stl#User:check requests button->User:check requests button->check requests button:load requests->load requests:request list->request list:update status of requests->update status of requests:request status is successfully updated.,Maintain the system,TRAN_NA,6,5,10,5,60,15
28,stl#User:check requests button->User:check requests button->check requests button:load requests->load requests:request list->request list:update status of requests->update status of requests:Request,Maintain the system,TRAN_NA,6,5,10,5,60,11
29,stl#User:check requests button->User:check requests button->check requests button:load requests->load requests:Request,Maintain the system,TRAN_NA,4,3,10,3,40,6
30,stl#User:Search provider page->User:Search provider page->Search provider page:Display all provider based on criteria->Display all provider based on criteria:rate button->rate button:Display rating input page->Display rating input page:Rating input page->Rating input page:Update provider rating information->Update provider rating information:Rating,Rate a provider,TRAN_NA,8,39,5.714285714,7,45.71428571,13
31,stl#User:Search provider page->User:Search provider page->Search provider page:Display all provider based on criteria->Display all provider based on criteria:rate button->rate button:Display rating input page->Display rating input page:Redirect to search page->Redirect to search page:Search provider page->Search provider page:Display all provider based on criteria,Rate a provider,TRAN_NA,8,50,4.285714286,7,34.28571429,16
32,stl#User:Search provider page->User:Search provider page->Search provider page:Display all provider based on criteria->Display all provider based on criteria:Provider,Rate a provider,TRAN_NA,4,33,5,3,20,14
33,stl#User:rate button->User:rate button->rate button:Display rating input page->Display rating input page:Rating input page->Rating input page:Update provider rating information->Update provider rating information:Rating,Rate a provider,TRAN_NA,6,17,6,5,36,3
34,stl#User:rate button->User:rate button->rate button:Display rating input page->Display rating input page:Redirect to search page->Redirect to search page:Search provider page->Search provider page:Display all provider based on criteria->Display all provider based on criteria:rate button->rate button:Display rating input page,Rate a provider,TRAN_NA,8,33,4.142857143,7,33.14285714,4
35,stl#User:rate button->User:rate button->rate button:Display rating input page->Display rating input page:Redirect to search page->Redirect to search page:Search provider page->Search provider page:Display all provider based on criteria->Display all provider based on criteria:Provider,Rate a provider,TRAN_NA,7,39,4.166666667,6,29.16666667,14
36,stl#User:Rating input page->User:Rating input page->Rating input page:Update provider rating information->Update provider rating information:Rating,Rate a provider,TRAN_NA,4,12,7,3,28,1
37,stl#User:non matched doctor->User:non matched doctor,Search Provider,CTRL;EXTCLL;INT,2,1,5,1,10,5
38,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:non matched doctor,Search Provider,TRAN_NA,4,6,3.333333333,3,13.33333333,4
39,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:Invalid input message->Invalid input message:OCR read the medical information->OCR read the medical information:update the recognized information into database.->update the recognized information into database.:Doctor,Search Provider,TRAN_NA,7,21,2.833333333,6,19.83333333,13
40,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:Invalid input message->Invalid input message:OCR read the medical information->OCR read the medical information:non matched doctor,Search Provider,TRAN_NA,6,17,3,5,18,1
41,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:Doctor,Search Provider,TRAN_NA,4,6,3.333333333,3,13.33333333,14
42,stl#User:Invalid input message->User:Invalid input message->Invalid input message:OCR read the medical information->OCR read the medical information:update the recognized information into database.->update the recognized information into database.:Doctor,Search Provider,TRAN_NA,5,16,3,4,15,11
43,stl#User:Invalid input message->User:Invalid input message->Invalid input message:OCR read the medical information->OCR read the medical information:non matched doctor,Search Provider,TRAN_NA,4,12,3.333333333,3,13.33333333,1
45,stl#User:photo list->User:photo list->photo list:OCR read the medical information->OCR read the medical information:unable to recoginize information from photo,Share Price through OCR capture,TRAN_NA,4,15,3.333333333,3,13.33333333,9
46,stl#User:photo list->User:photo list->photo list:OCR read the medical information->OCR read the medical information:update the recognized information into database.->update the recognized information into database.:Price,Share Price through OCR capture,TRAN_NA,5,25,3.5,4,17.5,5
47,stl#User:Share price through picture capture button->User:Share price through picture capture button->Share price through picture capture button:load photo from library->load photo from library:photo list->photo list:OCR read the medical information->OCR read the medical information:unable to recoginize information from photo,Share Price through OCR capture,TRAN_NA,6,26,3.4,5,20.4,12
48,stl#User:Share price through picture capture button->User:Share price through picture capture button->Share price through picture capture button:load photo from library->load photo from library:photo list->photo list:OCR read the medical information->OCR read the medical information:update the recognized information into database.->update the recognized information into database.:Price,Share Price through OCR capture,TRAN_NA,7,36,3.5,6,24.5,16
49,stl#User:price detail input page->User:price detail input page->price detail input page:verify input price information->verify input price information:save input price information->save input price information:profile,Share Prices,TRAN_NA,5,31,3.5,4,17.5,12
50,stl#User:price detail input page->User:price detail input page->price detail input page:verify input price information->verify input price information:input information invalid error message,Share Prices,TRAN_NA,4,21,4.333333333,3,17.33333333,14
51,stl#User:Share price button->User:Share price button->Share price button:diplay price input page->diplay price input page:price detail input page->price detail input page:verify input price information->verify input price information:save input price information->save input price information:profile,Share Prices,TRAN_NA,7,33,3,6,21,16
52,stl#User:Share price button->User:Share price button->Share price button:diplay price input page->diplay price input page:price detail input page->price detail input page:verify input price information->verify input price information:input information invalid error message,Share Prices,TRAN_NA,6,23,3.4,5,20.4,1
54,stl#User:feature detail->User:feature detail->feature detail:update feature detail->update feature detail:feature,View Dashboard Page,TRAN_NA,4,3,10,3,40,8
55,stl#User:Invalid information error message->User:Invalid information error message->Invalid information error message:update feature detail->update feature detail:feature,View Dashboard Page,TRAN_NA,4,12,7.666666667,3,30.66666667,8
56,stl#User:Feature List->User:Feature List->Feature List:redirect to feature page->redirect to feature page:feature detail->feature detail:update feature detail->update feature detail:feature,View Dashboard Page,TRAN_NA,6,5,10,5,60,12
57,stl#User:Feature List->User:Feature List->Feature List:redirect to feature page->redirect to feature page:Invalid information error message->Invalid information error message:update feature detail->update feature detail:feature,View Dashboard Page,TRAN_NA,6,14,8.6,5,51.6,4
2,stl#User:User add button->User:User add button->User add button:display user add page->display user add page:User add page->User add page:send reset link by email,Add users,TRAN_NA,5,20,7,4,35,5
3,stl#User:User add button->User:User add button->User add button:display user add page->display user add page:User add page->User add page:save user information->save user information:save user information success message,Add users,TRAN_NA,6,27,5.8,5,34.8,8
4,stl#User:User add button->User:User add button->User add button:display user add page->display user add page:User add page->User add page:save user information->save user information:User info,Add users,TRAN_NA,6,20,6.4,5,38.4,6
5,stl#User:User add page->User:User add page->User add page:send reset link by email,Add users,TRAN_NA,3,18,7,2,21,1
6,stl#User:User add page->User:User add page->User add page:save user information->save user information:save user information success message,Add users,TRAN_NA,4,25,5,3,20,7
7,stl#User:User add page->User:User add page->User add page:save user information->save user information:User info,Add users,TRAN_NA,4,18,6,3,24,9
8,stl#User:User info page->User:User info page->User info page:Delete user info->Delete user info:User info,Delete users,TRAN_NA,4,30,6,3,24,9
9,stl#User:User info page->User:User info page->User info page:Delete user info->Delete user info:Delete user info success,Delete users,TRAN_NA,4,30,6,3,24,16
10,stl#User:User List->User:User List->User List:query user info->query user info:User info page->User info page:Delete user info->Delete user info:User info,Delete users,TRAN_NA,6,48,6.8,5,40.8,15
11,stl#User:User List->User:User List->User List:query user info->query user info:User info page->User info page:Delete user info->Delete user info:Delete user info success,Delete users,TRAN_NA,6,48,6.8,5,40.8,6
12,stl#User:User List->User:User List->User List:query user info->query user info:User info,Delete users,TRAN_NA,4,27,8,3,32,9
13,stl#User:Delete user info success->User:Delete user info success,Delete users,CTRL;EXTCLL;DM;EI,2,9,8,1,16,12
14,stl#Staff:Attendance page->Staff:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:attendance,Export attendance,CTRL,4,27,13,3,52,11
15,stl#Staff:Attendance page->Staff:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:csv files,Export attendance,CTRL,7,37,8,6,56,7
16,stl#Staff:Attendance page->Staff:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:Data export success message,Export attendance,CTRL;EXTCLL;INT,7,37,7.833333333,6,54.83333333,8
17,stl#Staff:Types of attendance->Staff:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:csv files,Export attendance,CTRL,5,19,5.5,4,27.5,2
18,stl#Staff:Types of attendance->Staff:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:Data export success message,Export attendance,CTRL;EXTCLL;INT,5,19,5.25,4,26.25,14
20,stl#Admin:Select attendance button->Admin:Select attendance button->Select attendance button:Display attendance page->Display attendance page:attendance,Export attendance,CTRL,4,27,13,3,52,11
21,stl#Admin:Select attendance button->Admin:Select attendance button->Select attendance button:Display attendance page->Display attendance page:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:attendance,Export attendance,CTRL,6,45,13,5,78,8
22,stl#Admin:Select attendance button->Admin:Select attendance button->Select attendance button:Display attendance page->Display attendance page:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:csv files,Export attendance,CTRL,9,55,9.25,8,83.25,14
23,stl#Admin:Select attendance button->Admin:Select attendance button->Select attendance button:Display attendance page->Display attendance page:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:Data export success message,Export attendance,CTRL;EXTCLL;INT,9,55,9.125,8,82.125,16
25,stl#Admin:Attendance page->Admin:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:attendance,Export attendance,CTRL,4,27,13,3,52,10
26,stl#Admin:Attendance page->Admin:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:csv files,Export attendance,CTRL,7,37,8,6,56,1
27,stl#Admin:Attendance page->Admin:Attendance page->Attendance page:display type of attendance for export->display type of attendance for export:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:Data export success message,Export attendance,CTRL;EXTCLL;INT,7,37,7.833333333,6,54.83333333,9
28,stl#Admin:Types of attendance->Admin:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:csv files,Export attendance,CTRL,5,19,5.5,4,27.5,12
29,stl#Admin:Types of attendance->Admin:Types of attendance->Types of attendance:export data to csv file->export data to csv file:Select file location to save->Select file location to save:Data export success message,Export attendance,CTRL;EXTCLL;INT,5,19,5.25,4,26.25,8
30,stl#User:forget password button->User:forget password button->forget password button:display forgot password page->display forgot password page:forgot password page->forgot password page:send reset link by email,Forgets password,TRAN_NA,5,4,2.5,4,12.5,11
31,stl#User:forget password button->User:forget password button->forget password button:display forgot password page->display forgot password page:forgot password page->forgot password page:reset password->reset password:password reset success message,Forgets password,TRAN_NA,6,5,2.8,5,16.8,14
32,stl#User:forget password button->User:forget password button->forget password button:display forgot password page->display forgot password page:forgot password page->forgot password page:reset password->reset password:Login Info,Forgets password,TRAN_NA,6,12,2.6,5,15.6,12
33,stl#User:forgot password page->User:forgot password page->forgot password page:send reset link by email,Forgets password,TRAN_NA,3,13,2.5,2,7.5,2
34,stl#User:forgot password page->User:forgot password page->forgot password page:reset password->reset password:password reset success message,Forgets password,TRAN_NA,4,14,3,3,12,2
35,stl#User:forgot password page->User:forgot password page->forgot password page:reset password->reset password:Login Info,Forgets password,TRAN_NA,4,21,2.666666667,3,10.66666667,15
36,stl#User:Logout Button->User:Logout Button->Logout Button:Remove session->Remove session:session,Forgets password,TRAN_NA,4,3,3.333333333,3,13.33333333,16
38,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save girls data->Save girls data:User info,Import data from csv,TRAN_NA,5,25,4.5,4,22.5,16
39,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save girls data->Save girls data:Invalid input user information,Import data from csv,TRAN_NA,5,24,5,4,25,10
40,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save Volunteers data->Save Volunteers data:User info,Import data from csv,TRAN_NA,5,22,4.5,4,22.5,7
41,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save Volunteers data->Save Volunteers data:Invalid input user information,Import data from csv,TRAN_NA,5,21,5,4,25,15
42,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save teams data->Save teams data:User info,Import data from csv,TRAN_NA,5,19,5.5,4,27.5,4
43,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Save teams data->Save teams data:Invalid input user information,Import data from csv,TRAN_NA,5,18,6,4,30,6
44,stl#User:Data import page->User:Data import page->Data import page:Process data->Process data:Data format error message,Import data from csv,TRAN_NA,4,3,7,3,28,6
46,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save girls data->Save girls data:User info,Import data from csv,TRAN_NA,7,27,4.333333333,6,30.33333333,6
47,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save girls data->Save girls data:Invalid input user information,Import data from csv,TRAN_NA,7,26,4.666666667,6,32.66666667,5
48,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save Volunteers data->Save Volunteers data:User info,Import data from csv,TRAN_NA,7,24,4.333333333,6,30.33333333,1
49,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save Volunteers data->Save Volunteers data:Invalid input user information,Import data from csv,TRAN_NA,7,23,4.666666667,6,32.66666667,3
50,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save teams data->Save teams data:User info,Import data from csv,TRAN_NA,7,21,5,6,35,2
51,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Save teams data->Save teams data:Invalid input user information,Import data from csv,TRAN_NA,7,20,5.333333333,6,37.33333333,10
52,stl#User:Date import button->User:Date import button->Date import button:Display data import page->Display data import page:Data import page->Data import page:Process data->Process data:Data format error message,Import data from csv,TRAN_NA,6,5,5.8,5,34.8,6
56,stl#User:Login Page->User:Login Page->Login Page:check login information->check login information:Login success message,Login/Logout,TRAN_NA,4,10,2.666666667,3,10.66666667,2
57,stl#User:Login Page->User:Login Page->Login Page:check login information->check login information:Login Info,Login/Logout,TRAN_NA,4,17,2,3,8,3
58,stl#User:Login Page->User:Login Page->Login Page:check login information->check login information:Log failture message,Login/Logout,TRAN_NA,4,10,2.666666667,3,10.66666667,6
62,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Volunteers,Manage teams/volunteers/girls,TRAN_NA,6,40,6.2,5,37.2,8
63,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Volunteers,Manage teams/volunteers/girls,TRAN_NA,9,65,7.25,8,65.25,4
64,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Teams,Manage teams/volunteers/girls,TRAN_NA,9,62,8,8,72,6
65,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Save modified information success message,Manage teams/volunteers/girls,TRAN_NA,9,55,6.75,8,60.75,15
66,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Girl,Manage teams/volunteers/girls,TRAN_NA,9,55,7,8,63,11
67,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Required information missing error message,Manage teams/volunteers/girls,TRAN_NA,8,54,7.428571429,7,59.42857143,12
68,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Invalid modified information,Manage teams/volunteers/girls,TRAN_NA,8,54,7.428571429,7,59.42857143,9
69,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Delete information successfully,Manage teams/volunteers/girls,TRAN_NA,8,57,6.571428571,7,52.57142857,8
70,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Volunteers,Manage teams/volunteers/girls,TRAN_NA,8,60,5.714285714,7,45.71428571,15
71,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Girl,Manage teams/volunteers/girls,TRAN_NA,8,63,5.428571429,7,43.42857143,1
72,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:query volunteers info->query volunteers info:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Teams,Manage teams/volunteers/girls,TRAN_NA,8,50,6.571428571,7,52.57142857,1
73,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:query teams info->query teams info:Teams,Manage teams/volunteers/girls,TRAN_NA,5,26,7.75,4,38.75,4
74,stl#User:manage girls/teams/volunteers page->User:manage girls/teams/volunteers page->manage girls/teams/volunteers page:query girl info->query girl info:Girl,Manage teams/volunteers/girls,TRAN_NA,4,24,3.666666667,3,14.66666667,6
75,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Volunteers,Manage teams/volunteers/girls,TRAN_NA,5,36,8.25,4,41.25,2
76,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Teams,Manage teams/volunteers/girls,TRAN_NA,5,33,9.75,4,48.75,8
77,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Save modified information success message,Manage teams/volunteers/girls,TRAN_NA,5,26,7.25,4,36.25,6
78,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Save modified information->Save modified information:Girl,Manage teams/volunteers/girls,TRAN_NA,5,26,7.75,4,38.75,7
79,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Required information missing error message,Manage teams/volunteers/girls,TRAN_NA,4,25,9,3,36,12
80,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:process input information for girs/teams/volunteers->process input information for girs/teams/volunteers:Invalid modified information,Manage teams/volunteers/girls,TRAN_NA,4,25,9,3,36,2
81,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Delete information successfully,Manage teams/volunteers/girls,TRAN_NA,4,28,7,3,28,15
82,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Volunteers,Manage teams/volunteers/girls,TRAN_NA,4,31,5,3,20,12
83,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Girl,Manage teams/volunteers/girls,TRAN_NA,4,34,4.333333333,3,17.33333333,16
84,stl#User:Girls/Teams/Volunteers manage page->User:Girls/Teams/Volunteers manage page->Girls/Teams/Volunteers manage page:Delete girls/volunteers/teams->Delete girls/volunteers/teams:Teams,Manage teams/volunteers/girls,TRAN_NA,4,21,7,3,28,12
86,stl#User:User info page->User:User info page->User info page:Save modified user info->Save modified user info:Save user info success message,Modify user information,TRAN_NA,4,14,3.333333333,3,13.33333333,10
87,stl#User:User info page->User:User info page->User info page:Save modified user info->Save modified user info:User info,Modify user information,TRAN_NA,4,14,4.666666667,3,18.66666667,1
88,stl#User:User info page->User:User info page->User info page:Save modified user info->Save modified user info:Invalid input user information,Modify user information,TRAN_NA,4,21,3.333333333,3,13.33333333,6
89,stl#User:Modify User Info->User:Modify User Info->Modify User Info:query user info->query user info:User info page->User info page:Save modified user info->Save modified user info:Save user info success message,Modify user information,TRAN_NA,6,24,4.4,5,26.4,1
90,stl#User:Modify User Info->User:Modify User Info->Modify User Info:query user info->query user info:User info page->User info page:Save modified user info->Save modified user info:User info,Modify user information,TRAN_NA,6,24,5.2,5,31.2,8
