id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
49,UsbDisconnectedReceiver,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
50,NetworkController,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
51,UsbDebuggingActivity,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
52,StorageNotification,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
53,UsbConfirmActivity,3,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
54,PanelBar,1,8,0,0,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
55,PanelHolder,2,4,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
56,QuickSettingsModel,2,19,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
57,KeyguardTouchDelegate,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
58,PhoneStatusBar,2,6,0,0,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
59,StatusBarIconView,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
60,ExpandableNotificationRow,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
61,CommandQueue,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
62,CurrentUserTracker,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
63,ToggleSlider,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
64,SaveImageInBackgroundData,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
65,DemoStatusIcons,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
66,StatusBarWindowView,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
67,PhoneStatusBarView,1,7,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
68,PhoneStatusBarTransitions,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
69,BarTransitions,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
70,NavigationBarView,1,2,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
71,ColorDrawableWithDimensions,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
72,NavigationBarTransitions,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
73,QuickSettings,2,17,0,0,6,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
74,FadedEdgeDrawHelper,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
75,TaskDescription,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
76,SystemUI,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
77,HeadsUpNotificationView,1,2,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
78,RufusNavBarView,1,3,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
79,Ticker,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
80,PullUpManager,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
81,BootReceiver,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
82,NavCtrlHolderManager,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
83,SyncSetting,3,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
84,RufusNavBarTransitions,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
85,NavCtrlHolderUI,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
86,SwipeHelper,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
87,ControlPanelManager,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
88,AppInfo,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
89,ControlPanelLayout,1,1,0,0,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
