path,pattern
Actor->Create Event Screen->Validate hashtag containts alphanume, dash, underscore->Handle Validate Error->Event Collection->,data management

Delete Photos in Event if Owner
Toggle Off Delete Mode->Event Screen->Dismiss Delete Photo Model->,partially matched operational pattern
Toggle Off Delete Mode->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Dismiss Delete Photo Model->,partially matched operational pattern
Toggle Off Delete Mode->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Event->,partially matched operational pattern
Toggle Off Delete Mode->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Handle Deletion Error->Delete Photo Model->,partially matched operational pattern
Toggle Off Delete Mode->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Photo Collection->,partially matched operational pattern
Actor->Delete Photo Model->Dismiss Delete Photo Model->,partially matched operational pattern
Actor->Delete Photo Model->Handle Photo Deletion->Event->,data management
Actor->Delete Photo Model->Handle Photo Deletion->Handle Deletion Error->Delete Photo Model->,validation or interface management
Actor->Delete Photo Model->Handle Photo Deletion->Photo Collection->,data management
Actor->Event Screen->Dismiss Delete Photo Model->,partially matched operational pattern
Actor->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Dismiss Delete Photo Model->,validation or interface management
Actor->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Event->,validation or interface management
Actor->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Handle Deletion Error->Delete Photo Model->,validation or interface management
Actor->Event Screen->Toggle Delete Mode->Display Deelete Photo Model->Delete Photo Model->Handle Photo Deletion->Photo Collection->,validation or interface management

Delete uploaded photos
Actor->view photo->Delete->Confirm page->Confirmed delete->my upload->Delete finished->Result->,validation or interface management
Actor->view photo->Delete->Confirm page->Confirmed delete->my upload->get my upload->,validation or interface management
Actor->view photo->Delete->Confirm page->Confirmed delete->my upload->failed to delete->Result->,validation or interface management
Actor->view photo->Delete->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->get my upload->,validation or interface management
Actor->view photo->Delete->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->,validation or interface management
Actor->My photos screen->get my upload->,partially matched operational pattern
Actor->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->Delete finished->Result->,validation or interface management
Actor->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->get my upload->,validation or interface management
Actor->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->failed to delete->Result->,validation or interface management
Actor->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->,validation or interface management
Actor->Confirm page->Confirmed delete->my upload->Delete finished->Result->,data management
Actor->Confirm page->Confirmed delete->my upload->get my upload->,data management
Actor->Confirm page->Confirmed delete->my upload->failed to delete->Result->,data management
Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->get my upload->,data management
Actor->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->Prepare photos->Photo Collection->Select a photo->view photo->Delete->Confirm page->,data management
Actor->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->Delete finished->Result->,validation or interface management
Actor->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->get my upload->,validation or interface management
Actor->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->failed to delete->Result->,validation or interface management
Actor->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->get my upload->,validation or interface management
Actor->Photo Collection->Select a photo->view photo->Delete->Confirm page->Confirmed delete->my upload->Can't access server->My photos screen->Prepare photos->Photo Collection->,validation or interface management
Actor->Result->,partially matched operational pattern

Downoad Photos to Device
Actor->Photo Selected Screen->Download photo to Device->Server->,data management
Actor->Photo Selected Screen->Download photo to Device->Handle download error->Photo Selected Screen->,validation or interface management
Actor->Photo Selected Screen->Download photo to Device->Handle download success->Photo Selected Screen->,validation or interface management

Log In to Account
Actor->Log In Screen->Verify Username->Verify Password->User Collection->,data management
Actor->Log In Screen->Verify Username->Verify Password->Display pop-p "Authentication Failed" on Log In Screen->Log In Screen->,validation or interface management
Actor->Log In Screen->Verify Username->Verify Password->Account->,data management
Actor->Log In Screen->Verify Username->Display pop-p "Authentication Failed" on Log In Screen->Log In Screen->,validation or interface management
Actor->Log In Screen->Verify Username->User Collection->,data management

Log Out of Account
Actor->Log In Screen->Display pop-p "Authentication Failed" on Log In Screen->Log In Screen->,validation or interface management
Actor->Log In Screen->Verify Username->Log In Screen->,validation or interface management
Actor->Log In Screen->Verify Username->Display pop-p "Authentication Failed" on Log In Screen->Log In Screen->,validation or interface management

Navigation
Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen->,partially matched operational pattern
Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen->,partially matched operational pattern
Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen->,partially matched operational pattern
Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen->,partially matched operational pattern
Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen->,partially matched operational pattern
User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen->,validation or interface management
User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen->,validation or interface management
User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen->,validation or interface management
User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen->,validation or interface management
User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen->,validation or interface management

Reserve a Hashtag
Actor->Create Event Screen->Handle Creation Error->Set Password Screen->Create new event with hashtag->Handle Creation Error->,validation or interface management
Actor->Create Event Screen->Handle Creation Error->Set Password Screen->Create new event with hashtag->Event Collection->,validation or interface management
Actor->Create Event Screen->Handle Creation Error->Set Password Screen->Create new event with hashtag->Event->,validation or interface management
Actor->Create Event Screen->Create new event with hashtag->Handle Creation Error->Set Password Screen->Create new event with hashtag->,validation or interface management
Actor->Create Event Screen->Create new event with hashtag->Event Collection->,data management
Actor->Create Event Screen->Create new event with hashtag->Event->,data management
Actor->Set Password Screen->Create new event with hashtag->Handle Creation Error->Set Password Screen->,validation or interface management
Actor->Set Password Screen->Create new event with hashtag->Event Collection->,data management
Actor->Set Password Screen->Create new event with hashtag->Event->,data management

Search by Location
Actor->Photo View->User Directed to View Photo Use Case->,partially matched operational pattern
Actor->Photo Search Result List View->List Mutator->Photo Search Result List->,data management
Actor->Location Screen->Perform Default Search->Photo Database->,data management
Actor->Location Screen->Perform Default Search->List Mutator->Photo Search Result List->,data management
Actor->Range Buttons(Default myhome)->Perform Select Range Search->Photo Database->,data management
Actor->Range Buttons(Default myhome)->Perform Select Range Search->List Mutator->Photo Search Result List->,data management

Search by event
Actor->Search Event Homepage->Valid Input Text->Perform Default Search->Search Event Homepage->,validation or interface management
Actor->Show Empty Result Page->Event Collection->Search Result Page->Search API->Valid Input Text->Perform Default Search->Search Event Homepage->Valid Input Text->,partially matched operational pattern
Actor->Show Empty Result Page->Event Collection->Search Result Page->Search API->Event Collection->,partially matched operational pattern
Actor->Show Empty Result Page->Event Collection->Search Result Page->Search API->Pop up Server Error Message->Search Event Homepage->Valid Input Text->Perform Default Search->Search Event Homepage->,partially matched operational pattern
Actor->Show Empty Result Page->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage->Valid Input Text->Perform Default Search->,partially matched operational pattern
Actor->Search Result Page->Search API->Valid Input Text->Perform Default Search->Search Event Homepage->Valid Input Text->,validation or interface management
Actor->Search Result Page->Search API->Event Collection->Search Result Page->,data management
Actor->Search Result Page->Search API->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage->Valid Input Text->Perform Default Search->,data management
Actor->Search Result Page->Search API->Pop up Server Error Message->Search Event Homepage->Valid Input Text->Perform Default Search->Search Event Homepage->,validation or interface management

Search event and upload photo
search & upload->upload choice->,partially matched operational pattern
search & upload->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->failed to upload->result->,partially matched operational pattern
search & upload->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->Upload finished->result->,partially matched operational pattern
can't access server->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->failed to upload->result->,partially matched operational pattern
can't access server->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->Upload finished->result->,partially matched operational pattern
can't access server->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->failed to upload->result->,partially matched operational pattern
can't access server->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->Upload finished->result->,partially matched operational pattern
Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->failed to upload->result->,data management
Actor->Search Event->enter search item and search->Search(back-end)->Event Collection->prepare resullt->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->Upload finished->result->,data management
Actor->confirm->confirm upload->Photos in the event->failed to upload->result->,data management
Actor->confirm->confirm upload->Photos in the event->Upload finished->result->,data management
Actor->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->failed to upload->result->,validation or interface management
Actor->Search Result Page->Select an event->confirm->confirm upload->Photos in the event->Upload finished->result->,validation or interface management
Actor->upload choice->,partially matched operational pattern

Set a password
Actor->Set Password Screen->Validates non-block password->Handle Password Error->Set Password Screen->,validation or interface management

Take a photo
Actor->view photo->prepare resullt->camera->can't access camera->my photo screen->prepare resullt->,data management
Actor->view photo->prepare resullt->camera->take the photo successfully->view photo->,data management
Actor->view photo->Upload->upload choice->,validation or interface management
Actor->upload choice->,partially matched operational pattern
Actor->my photo screen->prepare resullt->camera->can't access camera->my photo screen->,data management
Actor->my photo screen->prepare resullt->camera->take the photo successfully->view photo->prepare resullt->,data management
Actor->my photo screen->prepare resullt->camera->take the photo successfully->view photo->Upload->upload choice->,data management

Take photo for location
Actor->upload choice->upload to current location->camera->get location successfully->current location->upload->my upload->failed to upload->upload choice->,data management
Actor->upload choice->upload to current location->camera->get location successfully->current location->upload->my upload->Upload finished->upload choice->,data management
Actor->upload choice->upload to current location->camera->failed to get current location->upload choice->,data management
Actor->upload choice->,partially matched operational pattern
Actor->current location->upload->my upload->failed to upload->upload choice->,data management
Actor->current location->upload->my upload->Upload finished->upload choice->,data management

Upload photo to my event
display my events->,partially matched operational pattern
Actor->confirm->confirm upload->photos in the event->failed to upload->result->,data management
Actor->my events->select an event->confirm->confirm upload->photos in the event->failed to upload->result->,validation or interface management
Actor->upload choice->upload to my event->my event->can't access server->upload choice->,data management
Actor->upload choice->upload to my event->my event->display my events->my events->select an event->confirm->confirm upload->photos in the event->failed to upload->result->,data management
Actor->upload choice->upload to my event->my event->display my events->camera->upload finished->photos in the event->failed to upload->result->,data management
Actor->upload choice->upload to my event->my event->display my events->camera->upload finished->result->,data management
Actor->result->,partially matched operational pattern

View photos of event/View photos of private event with password
Actor->Event Screen->Determine if user is event owner->Hide Edit Button->Event Screen->,validation or interface management
Actor->Event Screen->Determine if user is event owner->Event->,data management
Actor->Event Screen->Navigate to Photo Selected Screen->,partially matched operational pattern
Actor->Event Screen->Retrieve Photos for Event->Handle photo retrieval error->Event Screen->,validation or interface management
Actor->Event Screen->Retrieve Photos for Event->Photo Collection->,data management
Actor->Event Screen->Display Remaining Event Time->Event->,data management
Actor->Event Screen->Photo Collection->,partially matched operational pattern

View photos on device
Actor->view photo->upload->upload choice->,validation or interface management
Actor->upload choice->,partially matched operational pattern
Actor->camera roll->choose a photo->view photo->upload->upload choice->,validation or interface management
Actor->my photos screen->process request->local photos->Can't access local photos->my photos screen->,data management
Actor->my photos screen->process request->local photos->get photos successfully->camera roll->choose a photo->view photo->upload->upload choice->,data management
