id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
170,Business Partner->Cancel Subscription Comfirmation Page->Display Cancel Sub page,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Cancel Partner Subscription,Cancel Partner Subscription
171,Business Partner->Cancel Subscription Success Page->Display Home Page,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Cancel Partner Subscription,Cancel Partner Subscription
172,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page,EQ,CTRL|INT,4,2,1,0,1,3,Cancel Partner Subscription,Cancel Partner Subscription
173,User->Upload Image button->File Chooser Windows->Cancel Button,EQ,CTRL|INT,4,2,1,0,1,3,Upload Image,Upload Image
174,User->Upload Image button->File Chooser Windows->Select the Image file,EQ,CTRL|INT,4,2,1,0,1,3,Upload Image,Upload Image
175,User->Open Button->Display Image in Coupon Image->Design Coupon screen,EQ,CTRL|INT,4,2,1,0,1,3,Upload Image,Upload Image
176,Business Partner->Coupon Designer->Upload Image->External Image Service,FUNC_NA,CTRL|EXTIVK,4,1,1,0,2,1,Design Coupon,Design Coupon
177,Business Partner->Coupon Designer->Test,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Design Coupon,Design Coupon
178,Business Partner->Coupon Designer->Retrieves->Error Message,EQ,CTRL|INT,4,2,1,0,1,3,Design Coupon,Design Coupon
179,Business Partner->Coupon Designer->Save->Coupon,EI,CTRL|DM|EI,4,1,1,1,1,1,Design Coupon,Design Coupon
180,Business Partner->Coupon Designer->Edit->Coupon Templates,EI,CTRL|DM|EI,4,1,1,1,1,1,Design Coupon,Design Coupon
181,Offers->Retrieves->Error Message,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Design Coupon,Design Coupon
182,Third Party Client->access->Coupon,FUNC_NA,CTRL|EXTCLL|DM|EI,3,0,1,1,1,1,Design Coupon,Design Coupon
183,FT sales rep->Offers Page->Link offers->Create Offer Page 1,EQ,CTRL|INT,4,2,1,0,1,3,Create Offer,Create Offer
184,FT sales rep->Create offer page 2->Link DC & Geo->Create Geo-fence page,EQ,CTRL|INT,4,2,1,0,1,3,Create Offer,Create Offer
185,FT sales rep->Create offer page 2->Link DC & Geo->Design Coupon Page,EQ,CTRL|INT,4,2,1,0,1,3,Create Offer,Create Offer
186,FT sales rep->Create offer page 2->Link DC & Geo->Process->Create offer->Offers database,EI,CTRL|DM|EI,6,1,3,1,1,1,Create Offer,Create Offer
187,FT sales rep->Design Coupon Page->Design coupon->Process->Create offer->Offers database,EI,CTRL|DM|EI,6,1,3,1,1,1,Create Offer,Create Offer
188,Business Partner->Bills view page->View Bill Details->Bill Detail Page,EQ,CTRL|INT,4,2,1,0,1,3,View Bill,View Bill
189,Business Partner->Bills view page->Display bills->Bills->Post bills->Unbilled Transactions->Redeem coupon,FUNC_NA,TRAN_NA,7,1,3,2,1,1,View Bill,View Bill
190,Business Partner->Bills view page->Display bills->Bills->Post bills->Partneer subscriptions,FUNC_NA,TRAN_NA,6,1,2,2,1,1,View Bill,View Bill
191,Customer->First page->direct to create account page->Create account page,EQ,CTRL|INT,4,2,1,0,1,3,Create Account,Create Account
192,Customer->Create account page->Store information cookies->Web browerser-cookies storage->check information correctness->Valid information duplication->system database account information->retrieve registered email->Send confirm email,FUNC_NA,TRAN_NA,9,1,5,2,1,3,Create Account,Create Account
193,Customer->Create account page->Store information cookies->Web browerser-cookies storage->check information correctness->Valid information duplication->system database account information->Check duplication->Create success page,FUNC_NA,TRAN_NA,9,2,4,2,1,9,Create Account,Create Account
194,Business Partner->Payment Screen->Check internet,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Specify default payment method use case,Specify default payment method use case
195,Partner->ContactUs page->Validate->Successfully submitted->Display successful submitted page->successfully submitted page,EQ,CTRL|INT,6,2,3,0,1,3,Contact us,Contact us
196,Partner->ContactUs page->Validate->Successfully submitted->Contact Admin->Display customer complain notification->Admin gets the message,EQ,CTRL|INT,7,2,4,0,1,3,Contact us,Contact us
197,Partner->ContactUs page->Validate->Successfully submitted->Contact Admin->Customer complain Notification,EI,CTRL|DM|EI,6,1,3,1,1,1,Contact us,Contact us
198,Partner->ContactUs page->Validate->E-coupon,EI,CTRL|DM|EI,4,1,1,1,1,1,Contact us,Contact us
199,Partner->ContactUs page->Validate->Display not found page->Not found page,EQ,CTRL|INT,5,2,2,0,1,3,Contact us,Contact us
200,Partner->ContactUs page->Validate->Customer,EI,CTRL|DM|EI,4,1,1,1,1,1,Contact us,Contact us
201,Partner->Home page->Display contact us page->ContactUs page,EQ,CTRL|INT,4,2,1,0,1,3,Contact us,Contact us
202,Traveler->Login page->check login->Travel Book,EQ,CTRL|INT,4,2,1,0,1,3,Connect to trip plan,Connect to trip plan - Trip Planner
203,Traveler->Login page->check login->Connect to trip plan cloud database->Trip plan cloud database->Get personnel trip plan information->Trip plan homepage,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Connect to trip plan,Connect to trip plan - Trip Planner
204,Traveler->Login page->check login->Connect to trip plan cloud database->Travel Book,EQ,CTRL|INT,5,2,2,0,1,3,Connect to trip plan,Connect to trip plan - Trip Planner
205,Traveler->Travel Book->Already logged in?->Login page,EQ,CTRL|INT,4,2,1,0,1,3,Connect to trip plan,Connect to trip plan - Trip Planner
206,Traveler->Travel Book->Already logged in?->Connect to trip plan cloud database->Trip plan cloud database->Get personnel trip plan information->Trip plan homepage,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Connect to trip plan,Connect to trip plan - Trip Planner
207,Traveler->TripPlanDetaillsPage->NavigateAnnotation->Annotates Trip Plan with Photos Page,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
208,Traveler->TripPlanDetaillsPage->NavigateShareTripPlan->Share trip plan page,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
209,Traveler->TripPlanDetaillsPage->NavigateManageSubscription->Manage subscriptions page,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
210,Traveler->TripPlanDetaillsPage->NavigateFindorAddPlaces->Find or Add Places Page,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
211,Traveler->TripPlanDetaillsPage->NavigateTripCalendar->Trip Calendar Page,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
212,Traveler->Travel Plan Home Page->AddTripPlan->TripPlanDetaillsPage,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
213,Traveler->Travel Plan Home Page->Manage Trip Plans->Trip Plans Database,EI,CTRL|DM|EI,4,1,1,1,1,1,Manage Trip Plan,Manage Trip Plan
214,Traveler->Travel Plan Home Page->Manage Trip Plans->TripPlanDetaillsPage,EQ,CTRL|INT,4,2,1,0,1,3,Manage Trip Plan,Manage Trip Plan
215,Traveler->Main screen->Display Find screen->Fnd screen with search bar,EQ,CTRL|INT,4,2,1,0,1,3,Find, add, and delete places,Find, add, and delete places
216,Traveler->Main screen->Displays manage subscriptions screen->Displays a list of added place of this user->Manage subscription screen with a list of added places,EQ,CTRL|INT,5,2,2,0,1,3,Find, add, and delete places,Find, add, and delete places
217,Traveler->Main screen->Displays manage subscriptions screen->Manage subscription screen with a list of added places,EQ,CTRL|INT,4,2,1,0,1,3,Find, add, and delete places,Find, add, and delete places
218,Place database->Displays a list of related places with add button->a list of places with add button on find screen,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Find, add, and delete places,Find, add, and delete places
219,Place->Displays a list of related places with add button->a list of places with add button on find screen,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Find, add, and delete places,Find, add, and delete places
220,Place->Displays a list of added place of this user->Manage subscription screen with a list of added places,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Find, add, and delete places,Find, add, and delete places
221,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Display the add button tin color blue->a list of places with add button on find screen,FUNC_NA,TRAN_NA,6,1,3,2,0,1,Find, add, and delete places,Find, add, and delete places
222,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Displays a list of added place of this user->Manage subscription screen with a list of added places,FUNC_NA,TRAN_NA,6,1,3,2,0,1,Find, add, and delete places,Find, add, and delete places
223,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Display the add button in color gray->a list of places with add button on find screen,FUNC_NA,TRAN_NA,6,1,3,2,0,1,Find, add, and delete places,Find, add, and delete places
224,Traveler->Trip plan selection page->Place Controller->Empty list prompting box,EQ,CTRL|INT,4,2,1,0,1,3,Manage subscription,Manage subscription
225,Traveler->Trip plan selection page->Place Controller->Error controller->Error prompting box,EQ,CTRL|INT,5,2,2,0,1,3,Manage subscription,Manage subscription
226,Traveler->Trip plan selection page->Place Controller->Place,EI,CTRL|DM|EI,4,1,1,1,1,1,Manage subscription,Manage subscription
227,Traveler->Trip plan selection page->Place Controller->Place list page,EQ,CTRL|INT,4,2,1,0,1,3,Manage subscription,Manage subscription
228,Traveler->Management subscription page->Click "detail"->Display partner info->Retrieve partner info->Partner info,EI,CTRL|DM|EI,6,1,3,1,1,1,View partner offer,View partner offer
229,Traveler->Management subscription page->Click "detail"->partner offer page,EQ,CTRL|INT,4,2,1,0,1,3,View partner offer,View partner offer
230,Traveler->Management subscription page->subscription controller->subscription failed,EQ,CTRL|INT,4,2,1,0,1,3,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
231,Traveler->Management subscription page->subscription controller->subscription success,EQ,CTRL|INT,4,2,1,0,1,3,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
232,Traveler->Management subscription page->subscription controller->Offer,EI,CTRL|DM|EI,4,1,1,1,1,1,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
233,Traveler->partner offer page->subscription controller->subscription failed,EQ,CTRL|INT,4,2,1,0,1,3,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
234,Traveler->partner offer page->subscription controller->subscription success,EQ,CTRL|INT,4,2,1,0,1,3,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
235,Traveler->partner offer page->subscription controller->Offer,EI,CTRL|DM|EI,4,1,1,1,1,1,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
236,Traveler->Display places in trip plan->Calendar interface->Enter arrival and departure date andtime for visit->Display details of scheduled visit,FUNC_NA,TRAN_NA,5,1,3,0,1,1,Schedule visit and view trip calendar,Schedule visit and view trip calendar
237,Traveler->Manage trip plan screen->trip plan controller->fetch place->Place,EI,CTRL|DM|EI,5,1,2,1,1,1,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions
238,Traveler->Manage trip plan screen->trip plan controller->Display->View trip plan on map screen,EQ,CTRL|INT,5,2,2,0,1,3,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions
239,Traveler->Manage trip plan screen->trip plan controller->fetch map->Map,EI,CTRL|DM|EI,5,1,2,1,1,1,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions
240,Traveler->Travel Plan Page->Checking existing->Annotation create/update page,EQ,CTRL|INT,4,2,1,0,1,3,Annotate trip plan,Annotate trip plan
241,Traveler->Travel Plan Page->Checking existing->Annotation page,EQ,CTRL|INT,4,2,1,0,1,3,Annotate trip plan,Annotate trip plan
242,Traveler->Place screen->display->Trip Plan,EI,CTRL|DM|EI,4,1,1,1,1,1,Print photo books,Print photo books
243,Traveler->Place screen->display->Select images screen,EQ,CTRL|INT,4,2,1,0,1,3,Print photo books,Print photo books
244,Traveler->Walgreens checkout->Select images screen,FUNC_NA,TRAN_NA,3,2,0,0,1,3,Print photo books,Print photo books
245,Traveler->Select images screen->walgreens->display->Walgreens checkout,EQ,CTRL|INT,5,2,2,0,1,3,Print photo books,Print photo books
246,Traveler->Select images screen->Place screen,FUNC_NA,TRAN_NA,3,2,0,0,1,3,Print photo books,Print photo books
